territory,year,company_total,company_individual,company_society,company_density,company_nr_cae_a,company_nr_cae_b,company_nr_cae_c,company_nr_cae_d,company_nr_cae_e,company_nr_cae_f,company_nr_cae_g,company_nr_cae_h,company_nr_cae_i,company_nr_cae_j,company_nr_cae_l,company_nr_cae_m,company_nr_cae_n,company_nr_cae_p,company_nr_cae_q,company_nr_cae_r,company_nr_cae_s,company_nr_employee_[<10],company_nr_employee_[10-19],company_nr_employee_[20-49],company_nr_employee_[50-249],company_nr_employee_[>249],company_employee_nr_cae_a,company_employee_nr_cae_b,company_employee_nr_cae_c,company_employee_nr_cae_d,company_employee_nr_cae_e,company_employee_nr_cae_f,company_employee_nr_cae_g,company_employee_nr_cae_h,company_employee_nr_cae_i,company_employee_nr_cae_j,company_employee_nr_cae_l,company_employee_nr_cae_m,company_employee_nr_cae_n,company_employee_nr_cae_p,company_employee_nr_cae_q,company_employee_nr_cae_r,company_employee_nr_cae_s,company_employee_nr_total,company_gva_cae_a,company_gva_cae_b,company_gva_cae_c,company_gva_cae_d,company_gva_cae_e,company_gva_cae_f,company_gva_cae_g,company_gva_cae_h,company_gva_cae_i,company_gva_cae_j,company_gva_cae_l,company_gva_cae_m,company_gva_cae_n,company_gva_cae_p,company_gva_cae_q,company_gva_cae_r,company_gva_cae_s,company_gva_total,company_births_af,company_births_ice,company_births_s,company_births_total
Vila Nova de Foz Côa,2021,1289,1074,215,3.2,753,7,49,3,1,54,138,19,83,1,5,46,45,5,35,5,40,1273,12,3,1,0,878,0,193,6,0,106,246,38,106,0,5,54,45,5,38,5,56,1864,6613,0,5941,1351,0,1200,3945,734,1433,0,49,788,244,29,247,4,582,26039,61,6,40,107
Vila Nova de Foz Côa,2022,1303,1079,224,3.3,739,6,51,3,1,51,144,19,94,1,6,49,50,7,32,9,41,1291,7,4,1,0,871,0,188,6,0,118,265,40,123,0,6,62,50,7,35,0,58,1908,6905,0,4828,-10,0,964,4546,1016,2165,0,58,959,229,45,258,0,618,24633,50,5,56,111
Vila Nova de Foz Côa,2023,1319,1089,230,3.3,719,6,53,4,1,56,138,18,93,3,8,52,83,7,33,7,38,1307,7,4,1,0,869,68,0,7,0,93,252,41,125,3,0,63,83,7,36,7,57,1914,7198,1981,0,2200,0,994,4560,1332,2430,68,0,990,381,36,272,18,114,28677,62,12,70,144
Vila Nova de Foz Côa,2024,1318,1096,222,3.3,723,4,55,3,1,56,136,18,90,5,7,50,78,9,36,9,38,1303,9,5,1,0,914,0,210,6,0,92,252,45,127,5,8,59,78,9,40,9,47,1968,7928,0,6107,2715,0,1117,4657,1685,2323,88,130,1030,368,52,354,24,319,30567,44,8,55,107
Vila Nova de Gaia,2016,29957,20806,9151,177.8,558,4,1743,35,30,1661,5623,562,1986,414,898,3483,5611,1982,2802,974,1591,28898,620,290,128,21,954,24,20740,36,749,6001,16756,2916,6578,1274,1279,5899,7067,2675,4513,1231,2072,80764,16463,494,657464,1152,34377,98874,373321,65521,102384,34825,52818,111619,56936,13193,81741,11406,12911,1725497,77,377,4808,5262
Vila Nova de Gaia,2017,32015,22466,9549,190.0,636,4,1714,38,30,1714,5652,597,2369,486,1088,3680,6219,2042,2946,1081,1719,30948,587,318,138,24,1057,24,21911,38,842,6320,17369,2952,7071,1395,1538,6422,8063,2778,4752,1420,2224,86176,15710,577,716379,1094,41251,128317,402594,70119,112124,36731,63991,120999,77893,14914,88056,14869,14114,1919731,137,326,5653,6116
Vila Nova de Gaia,2018,33540,23451,10089,199.1,633,3,1723,35,34,1783,5578,714,2929,517,1249,3777,6514,2047,3076,1095,1833,32397,651,320,145,27,1061,25,22953,37,896,6906,17761,3039,8278,1568,1759,6800,8640,2817,5082,1492,2359,91473,13643,563,756461,904,59252,128689,438676,73232,143614,52505,94281,139753,129245,13646,94829,16982,14877,2171152,103,393,6118,6614
Vila Nova de Gaia,2019,38522,27562,10960,228.7,624,4,1771,50,38,2090,5654,1089,3389,596,1446,4009,9183,2076,3225,1169,2109,37340,668,328,156,30,1077,25,23614,57,922,8260,19797,3554,9087,1715,2029,7231,11348,2944,5321,1656,2667,101304,15797,541,771286,1063,42562,157074,514287,80404,160915,53504,98501,157777,144951,15507,101490,21968,16854,2354480,83,646,9268,9997
Vila Nova de Gaia,2020,40882,29636,11246,242.7,667,6,1688,68,30,2019,5666,1159,7743,533,1533,4051,7228,1990,3400,1081,2020,39711,664,323,158,26,1107,26,22346,71,979,7936,20987,3568,13187,1675,2189,7357,9176,2893,5598,1595,2528,103218,12029,333,750794,4649,45578,158263,425481,67148,84823,58192,117462,155284,119127,13760,89881,8004,13875,2124682,78,374,5847,6299
Vila Nova de Gaia,2021,39013,27303,11710,231.6,676,6,1671,69,34,2031,5707,1172,5800,663,1645,4233,6696,2030,3536,1073,1971,37837,662,325,159,30,1079,34,22714,70,1038,8301,22195,3608,10941,1961,2365,7659,8795,2937,5823,1729,2440,103689,15420,444,758492,4202,50870,181690,564696,75199,100332,67207,124844,179166,139739,14639,111446,8473,13758,2410617,81,380,5948,6409
Vila Nova de Gaia,2022,45564,33285,12279,270.5,705,6,1750,106,35,2359,5794,1508,3843,1005,1860,4617,12229,2229,3789,1371,2358,44292,718,351,173,30,1100,28,23370,108,1084,8674,23609,4056,10035,2552,2650,8553,15055,3207,6189,2199,2815,115284,15287,587,836273,4597,67245,170646,671418,93483,186238,89657,139386,200884,181626,16801,119184,21559,20393,2835266,121,742,12663,13526
Vila Nova de Gaia,2023,48342,35295,13047,287.0,683,4,1726,103,35,2516,5843,2058,4096,1101,1989,4760,13313,2336,3843,1443,2493,47022,731,375,183,31,0,0,23689,116,1056,8806,26057,4740,10716,2686,3005,8948,16426,3327,6342,2332,3042,122393,0,0,1012474,5229,63483,218456,831911,109095,235574,99108,157711,232723,208900,19960,133608,23684,23906,3394237,103,681,12377,13161
Vila Nova de Gaia,2024,50124,36508,13616,297.5,669,5,1777,94,36,2690,5867,2467,3694,1220,2068,4973,13916,2367,4036,1502,2743,48767,736,393,194,34,1045,30,23660,117,1058,9465,27798,5611,10949,2776,3208,9408,17485,3438,6549,2580,3290,128467,17541,1048,994546,3946,72909,272393,941949,133162,236588,105180,154669,259796,256183,24631,151064,34740,26360,3686706,93,767,12099,12959
Vila Nova de Paiva,2016,482,355,127,2.7,121,0,28,5,0,50,101,13,43,2,4,22,20,20,25,8,20,475,5,2,0,0,154,0,0,5,0,107,214,33,72,0,6,25,22,27,27,10,39,880,1120,0,0,6408,0,998,2540,610,871,0,12,384,141,153,254,113,378,16417,10,9,37,56
Vila Nova de Paiva,2017,507,376,131,2.9,126,0,31,4,0,53,98,13,42,2,6,30,22,23,26,9,22,498,6,2,1,0,154,0,0,4,0,109,265,29,56,0,7,34,25,29,28,11,41,925,1135,0,0,5884,0,1096,3238,599,844,0,25,283,96,175,252,126,402,16722,9,7,39,55
Vila Nova de Paiva,2018,519,375,144,3.0,126,0,26,4,0,54,102,13,48,2,8,32,22,19,28,11,24,508,7,3,1,0,177,0,126,4,0,0,295,32,70,0,9,52,24,25,31,12,26,994,1549,0,2225,6492,0,0,3993,644,1015,0,-10,505,95,157,277,160,176,18596,15,4,46,65
Vila Nova de Paiva,2019,524,371,153,3.0,103,0,31,6,0,55,110,12,55,3,8,30,24,17,34,11,25,514,6,3,1,0,150,0,131,6,0,111,321,34,89,4,10,54,26,25,35,14,27,1037,1795,0,2581,7154,0,1408,3996,762,1094,76,7,650,135,184,315,169,299,20626,3,12,46,61
Vila Nova de Paiva,2020,536,372,164,3.1,113,0,32,6,0,57,115,12,55,3,7,29,22,16,31,9,29,525,8,2,1,0,159,0,128,6,0,121,332,34,89,4,8,52,24,25,32,11,33,1058,1816,0,2294,5783,0,1942,5162,791,739,211,-44,669,108,68,295,98,276,20209,9,9,30,48
Vila Nova de Paiva,2021,554,379,175,3.2,127,0,35,3,0,63,111,12,55,5,10,29,19,19,33,8,25,543,4,6,1,0,166,0,249,3,0,132,249,35,82,8,17,58,22,25,37,10,27,1120,2103,0,4800,6454,0,1924,3772,801,805,107,369,862,121,120,403,154,162,22956,17,9,38,64
Vila Nova de Paiva,2022,579,393,186,3.3,129,0,30,3,0,64,114,12,57,5,9,25,39,24,34,7,27,570,3,5,1,0,159,0,253,3,0,146,255,36,81,9,16,31,41,30,38,9,29,1136,2115,0,5394,5585,0,2192,4267,885,1202,90,453,318,243,151,479,188,190,23750,17,10,53,80
Vila Nova de Paiva,2023,576,390,186,3.3,120,0,29,3,0,65,113,13,55,9,8,26,39,22,38,8,28,565,4,6,1,0,146,0,276,3,0,156,244,40,83,13,15,34,40,28,60,11,30,1179,2954,0,7710,4431,0,2658,4168,1204,1445,272,617,394,224,163,718,216,242,27416,14,5,42,61
Vila Nova de Paiva,2024,619,427,192,3.5,129,0,28,4,0,69,115,13,60,11,10,33,44,22,45,7,29,607,5,6,1,0,159,0,292,4,0,164,243,42,98,14,21,42,44,27,70,11,31,1262,3197,0,8662,4080,0,3090,4548,1366,1514,366,865,574,287,154,785,260,228,29977,14,8,54,76
Vila Nova de Poiares,2016,753,499,254,8.9,42,0,38,5,3,79,229,11,55,2,14,50,101,31,35,14,44,723,18,9,1,2,0,0,570,5,7,123,987,141,109,0,15,81,126,33,40,16,48,2375,0,0,12959,7,20,885,18776,4048,1180,0,254,1183,577,142,472,46,289,41833,7,10,73,90
Vila Nova de Poiares,2017,785,530,255,9.3,42,0,37,7,3,86,234,13,57,4,16,56,93,34,41,17,45,755,18,8,2,2,84,0,611,7,7,136,995,144,118,4,16,90,120,37,49,18,49,2485,1098,0,13947,10,-75,1150,20787,4511,1478,54,340,1211,582,136,598,71,332,46229,8,16,98,122
Vila Nova de Poiares,2018,763,503,260,9.0,35,0,39,7,4,84,215,19,52,4,17,56,89,33,45,17,47,732,16,11,2,2,64,0,676,7,7,134,1002,209,130,4,17,91,100,36,52,21,62,2612,1157,0,16473,7,102,1479,23524,5911,1592,58,399,1323,607,167,697,167,550,54214,6,15,65,86
Vila Nova de Poiares,2019,796,515,281,9.4,41,0,38,7,3,87,222,23,58,5,21,60,88,32,48,17,46,764,17,12,2,1,77,0,662,7,5,132,546,238,130,5,22,97,93,35,54,22,59,2184,1206,0,17712,7,108,1421,12261,7595,1761,69,493,1792,578,161,761,185,533,46643,8,8,85,101
Vila Nova de Poiares,2020,779,489,290,9.2,42,0,40,6,3,84,215,21,59,5,24,58,88,30,42,14,48,744,22,10,2,1,81,0,674,6,6,123,562,222,124,5,28,98,89,32,50,17,59,2176,1017,0,18933,4,59,1079,14507,7284,1318,95,736,1878,358,120,636,30,381,48435,6,7,59,72
Vila Nova de Poiares,2021,789,496,293,9.3,39,0,40,6,3,85,218,20,60,9,28,62,80,32,46,14,47,755,21,10,2,1,77,0,621,6,7,122,592,226,141,9,37,106,81,34,54,17,58,2188,1113,0,18034,3,150,1084,16133,7643,1432,173,856,2207,397,136,638,82,402,50483,6,6,80,92
Vila Nova de Poiares,2022,839,535,304,9.9,42,0,38,8,3,86,219,22,67,10,29,66,101,34,47,18,49,807,17,12,2,1,78,0,649,8,8,123,624,229,150,11,37,116,102,36,56,19,62,2308,1176,0,20494,1,209,1626,18197,8701,2123,119,783,2425,550,221,580,67,514,57788,4,11,83,98
Vila Nova de Poiares,2023,880,560,320,10.4,44,0,38,7,3,95,241,27,63,10,38,76,91,30,50,16,51,843,24,9,3,1,85,0,659,7,8,133,661,248,145,12,47,137,92,32,57,18,63,2404,1481,0,21572,4,195,1443,18186,9867,2177,20,765,2644,585,165,705,116,533,60459,8,11,114,133
Vila Nova de Poiares,2024,920,576,344,10.9,38,1,37,6,3,100,239,34,60,14,41,78,101,37,53,21,57,883,23,10,3,1,0,0,647,6,8,146,663,285,147,16,48,136,102,39,60,24,69,2477,0,0,22379,1,193,1619,19703,10752,2356,179,788,2633,582,178,706,209,649,64657,5,15,116,136
Vila Pouca de Aguiar,2016,1635,1342,293,3.7,611,22,60,5,1,139,245,35,140,5,12,91,70,54,58,13,74,1605,17,12,0,1,671,194,646,5,0,336,488,71,202,6,0,123,95,61,113,16,95,3141,2010,2622,30921,32117,0,3836,5755,7910,1904,29,0,1267,902,241,1783,111,592,92560,78,24,100,202
Vila Pouca de Aguiar,2017,1626,1324,302,3.7,567,24,62,5,0,138,243,36,133,6,12,98,91,55,64,16,76,1589,23,13,0,1,626,211,663,5,0,340,478,76,198,8,17,159,125,60,116,19,103,3204,1664,3419,32681,30250,0,4167,5944,4464,2510,40,407,1918,1081,285,1895,52,651,91427,48,18,121,187
Vila Pouca de Aguiar,2018,1708,1402,306,3.9,590,21,64,5,0,147,250,35,158,4,10,97,107,65,64,10,81,1675,20,12,0,1,641,188,696,5,0,366,490,58,230,6,13,143,141,69,121,10,108,3285,2021,3609,34759,32828,0,5235,6153,912,2724,22,184,1983,1121,344,1790,12,745,94441,57,20,148,225
Vila Pouca de Aguiar,2019,1687,1359,328,3.9,572,20,61,5,1,151,260,35,159,4,14,95,81,64,72,16,77,1653,20,11,2,1,647,182,675,5,0,402,502,56,240,7,0,181,116,77,128,17,105,3363,1976,4032,39147,35655,0,6593,6551,1078,2987,26,0,4844,1176,991,1947,77,724,108072,50,17,106,173
Vila Pouca de Aguiar,2020,1628,1288,340,3.7,506,20,61,5,1,158,247,33,150,4,14,98,97,68,80,12,74,1593,17,16,1,1,551,199,644,5,0,352,473,52,229,5,0,247,153,80,139,13,129,3296,1745,4755,34459,29350,0,5940,6044,923,2070,27,0,7147,1925,597,2071,60,452,97973,24,26,80,130
Vila Pouca de Aguiar,2021,1680,1319,361,3.8,531,21,65,5,1,167,245,34,140,6,21,101,113,57,86,15,72,1643,20,15,1,1,572,198,631,5,0,368,448,59,222,0,33,225,186,68,144,16,129,3319,1796,6327,37020,30021,0,5282,6267,1191,2079,0,419,6612,2290,376,2541,141,628,103159,42,22,105,169
Vila Pouca de Aguiar,2022,1720,1335,385,3.9,491,20,63,5,1,173,257,35,147,8,23,111,130,59,95,24,78,1686,20,11,2,1,527,193,634,5,0,372,471,64,236,0,34,203,180,70,164,25,139,3329,1991,6871,49791,32911,0,5272,6986,1136,3065,0,680,5936,2029,460,2620,134,777,120873,42,22,131,195
Vila Pouca de Aguiar,2023,1704,1328,376,3.9,464,19,61,8,1,172,252,38,142,10,24,112,147,63,86,23,82,1672,19,8,4,1,496,196,656,8,0,334,455,76,239,0,37,212,194,75,150,24,145,3310,2490,6943,65059,33831,0,4152,7546,1692,3733,0,621,6388,1762,609,2173,148,305,137789,37,22,114,173
Vila Pouca de Aguiar,2024,1752,1353,399,4.0,476,18,65,10,1,186,241,42,146,13,26,115,137,60,98,22,96,1718,20,9,4,1,514,185,691,10,0,366,443,89,243,0,44,223,195,72,179,24,160,3455,2513,6872,55224,30746,0,5443,7674,1970,3906,0,996,7520,2596,603,3353,150,915,130865,36,28,115,179
Vila Real,2016,6418,4866,1552,16.9,1755,8,202,21,7,377,1061,108,414,50,96,507,541,389,531,89,262,6284,82,43,7,2,1864,77,1264,68,828,1104,2690,605,1007,106,136,854,781,495,744,147,422,13192,5040,1277,25892,12123,109484,15858,43278,14145,11902,1423,1257,13242,6689,2940,11854,863,2153,279418,130,68,573,771
Vila Real,2017,6431,4857,1574,17.0,1721,8,203,21,8,388,1032,113,403,54,100,523,545,369,573,108,262,6292,82,47,8,2,1843,77,1298,79,623,1145,2681,621,1040,117,138,905,774,466,819,161,414,13201,5758,1647,27731,11605,74208,17757,43727,14372,13648,1711,2654,14671,7418,3711,13104,1261,2205,257185,103,48,582,733
Vila Real,2018,6806,5154,1652,18.0,1701,9,211,23,7,411,1078,118,444,54,112,542,658,393,649,116,280,6653,91,52,8,2,1809,78,1412,85,647,1252,2796,660,1170,128,161,934,910,501,915,172,437,14067,6063,1529,31305,13112,91751,19891,48472,15310,14788,2629,1715,17868,8306,2810,14960,1266,2743,294519,145,73,824,1042
Vila Real,2019,6930,5184,1746,18.3,1651,9,219,23,7,419,1088,118,469,56,117,558,712,377,714,116,277,6757,105,54,12,2,1785,0,0,153,670,1331,2833,680,1201,152,165,990,1054,479,1126,185,440,14834,6471,0,0,20619,91754,23656,49944,16135,16057,5187,2789,16703,9910,3085,17225,1557,2824,319277,97,64,659,820
Vila Real,2020,6870,5066,1804,18.1,1598,9,203,25,8,417,1062,130,459,62,128,567,717,379,723,112,271,6690,115,46,17,2,1738,0,0,164,753,1627,2734,634,1211,178,175,1011,1058,467,1170,157,417,14996,6037,0,0,24327,70650,25253,47386,12397,11656,6579,3107,17835,9049,2555,16537,560,2191,289696,84,48,598,730
Vila Real,2021,6959,5079,1880,18.4,1589,9,210,23,7,450,1067,135,444,66,146,586,706,371,753,119,278,6780,116,45,16,2,1702,85,1410,171,792,1623,2810,662,1149,191,213,1029,1098,448,1268,163,419,15233,5812,1416,34323,18784,86319,30614,54117,13396,13928,7121,3245,18018,10384,2330,19610,1004,2120,322538,112,76,625,813
Vila Real,2022,7212,5307,1905,19.0,1562,9,212,27,7,459,1062,139,456,81,161,615,765,407,803,141,306,7027,115,47,21,2,1696,0,1480,178,784,1668,2793,674,1283,223,228,1075,983,494,1354,0,456,15630,6388,0,35138,51710,72038,30009,62244,15751,20223,8200,3854,17637,11653,2194,25431,0,2972,369143,88,65,794,947
Vila Real,2023,7413,5423,1990,19.6,1514,9,225,29,8,468,1064,157,473,89,176,650,857,402,816,151,325,7216,120,54,21,2,1666,0,0,228,784,1648,2807,670,1374,257,249,1109,1144,488,1474,223,466,16099,7652,0,0,76938,81912,33467,69068,19355,22526,10390,3891,28013,15116,2258,30648,2580,3179,446862,127,69,828,1024
Vila Real,2024,7563,5519,2044,20.0,1492,10,245,27,8,469,1024,204,454,99,180,663,904,405,868,161,350,7374,114,53,19,3,1649,43,1508,245,790,1551,2760,767,1381,258,260,1162,1135,494,1453,246,2990,18692,7262,884,38859,58459,86844,30653,72630,20899,24839,10796,5573,32914,12495,3245,30070,2900,4004,443326,102,73,806,981
Vila Real de Santo António,2016,2235,1601,634,36.5,181,0,65,11,0,149,544,37,395,7,81,113,280,98,101,67,106,2175,33,17,10,0,366,0,245,11,0,320,1287,128,1450,14,297,312,386,113,129,142,146,5346,5385,0,4847,18,0,4528,15127,2444,29501,228,-5971,3486,4429,357,1659,2331,1151,69521,17,27,293,337
Vila Real de Santo António,2017,2371,1712,659,38.7,188,0,69,11,0,165,539,39,412,5,89,129,330,94,108,75,118,2308,34,19,10,0,412,0,256,11,0,360,1291,153,1492,14,282,317,440,106,139,145,152,5570,6599,0,4568,18,0,6358,16020,2788,32742,267,3983,5958,5093,584,1965,2605,1174,90724,21,36,291,348
Vila Real de Santo António,2018,2426,1752,674,39.6,188,0,75,12,1,169,519,40,435,6,101,142,332,98,109,74,125,2356,38,23,9,0,382,0,289,0,0,421,1282,161,1620,14,326,348,431,116,140,159,156,5858,7936,0,5136,0,0,7269,19827,3217,34365,214,3486,4971,6639,637,2035,3014,1283,100020,22,31,275,328
Vila Real de Santo António,2019,2470,1760,710,40.3,194,0,71,12,1,174,537,40,434,8,107,144,326,91,117,81,133,2389,44,27,10,0,477,0,306,12,0,462,1280,0,1656,14,350,318,438,106,152,173,163,6141,7848,0,5623,-983,0,8461,20273,0,32841,171,3610,4063,5157,529,2021,3121,1446,101860,21,33,283,337
Vila Real de Santo António,2020,2433,1693,740,39.7,204,1,68,13,1,185,506,43,414,5,102,155,314,95,119,75,133,2355,45,23,10,0,615,0,297,13,0,470,1252,0,1539,11,331,234,403,108,153,152,153,5974,10148,0,5093,-424,0,7112,17805,0,20100,127,7082,4250,3318,440,1906,1288,1199,85083,26,21,215,262
Vila Real de Santo António,2021,2512,1731,781,41.0,219,2,70,11,1,196,503,41,422,12,107,164,326,109,131,69,129,2435,44,24,9,0,564,0,299,11,0,492,1201,181,1442,19,330,243,420,126,171,145,151,5843,10161,0,4785,4,0,7827,18571,3286,24590,340,8154,3468,4779,566,2345,1283,1172,94485,31,27,244,302
Vila Real de Santo António,2022,2688,1901,787,43.9,215,1,71,11,1,208,524,48,474,20,118,174,356,113,141,77,136,2608,46,25,9,0,487,0,293,11,0,546,1251,0,1722,29,371,245,465,130,196,114,160,6274,10006,0,5500,2,0,11356,20501,0,44017,712,7022,4687,9059,781,2418,1467,1488,125729,24,33,327,384
Vila Real de Santo António,2023,2829,2022,807,46.2,211,2,74,9,1,224,531,60,480,22,129,178,399,115,142,81,171,2747,46,27,9,0,477,0,280,9,0,577,1308,214,1829,31,377,245,506,133,203,129,197,6560,11646,0,6392,11,0,12179,23727,4215,43687,953,5731,4835,9925,896,2698,2349,1594,134306,15,43,361,419
Vila Real de Santo António,2024,2990,2153,837,48.8,214,1,72,6,1,243,534,78,503,29,127,192,436,119,160,84,191,2901,54,27,8,0,544,0,0,6,0,645,1322,235,1858,39,364,265,568,141,232,115,216,6826,12966,0,0,7,0,15481,23572,5005,49517,922,7265,5231,9358,1197,3000,1832,1846,145900,19,44,386,449
Vila Velha de Ródão,2016,315,205,110,1.0,109,0,28,2,0,24,37,12,34,2,1,10,26,4,9,4,13,309,3,2,1,0,130,0,277,0,0,57,64,16,65,0,0,14,31,6,58,4,14,764,196,0,31714,0,0,506,644,138,384,0,0,76,157,43,638,13,107,37796,15,5,26,46
Vila Velha de Ródão,2017,316,216,100,1.0,108,0,30,2,0,22,39,12,32,2,3,10,28,3,9,3,13,308,2,4,1,1,132,0,594,0,0,55,68,14,64,0,3,13,34,4,64,3,14,1090,460,0,66979,0,0,485,689,149,609,0,10,117,179,41,767,10,107,73751,19,7,22,48
Vila Velha de Ródão,2018,303,207,96,0.9,100,0,28,2,0,20,36,11,34,2,2,10,26,4,10,4,14,292,5,3,3,0,139,0,564,0,0,43,64,13,67,0,0,12,33,5,60,4,15,1047,566,0,68849,0,0,376,865,176,594,0,0,95,225,44,1706,12,103,75839,10,3,22,35
Vila Velha de Ródão,2019,307,211,96,0.9,99,0,29,2,0,18,36,10,35,2,2,9,32,6,8,3,16,296,4,4,3,0,138,0,643,0,0,40,67,12,69,0,0,11,39,7,65,3,17,1143,551,0,79108,0,0,348,1068,133,503,0,0,141,184,65,727,13,104,86090,9,2,19,30
Vila Velha de Ródão,2020,308,199,109,0.9,104,0,27,2,0,19,36,10,33,2,5,8,27,8,6,5,16,298,3,4,3,0,119,0,635,0,0,33,58,12,53,0,5,11,34,10,56,5,25,1088,435,0,51828,0,0,362,726,101,537,0,-16,226,313,40,656,17,23,58138,16,5,22,43
Vila Velha de Ródão,2021,325,214,111,1.0,106,0,28,2,0,23,35,9,39,4,4,9,32,6,8,5,15,315,3,5,2,0,126,0,631,0,0,35,62,10,60,12,5,13,37,8,58,0,27,1114,634,0,76842,0,0,374,834,71,688,71,154,240,215,44,712,0,-14,82272,14,5,28,47
Vila Velha de Ródão,2022,324,217,107,1.0,103,0,26,1,0,22,33,12,40,4,4,8,34,8,9,4,16,314,4,2,4,0,132,0,636,0,0,35,56,13,63,11,6,10,40,8,59,0,29,1103,-743,0,105710,0,0,413,904,163,815,153,283,266,255,50,792,0,123,113007,14,2,20,36
Vila Velha de Ródão,2023,301,194,107,0.9,77,0,26,2,0,21,37,13,34,4,4,10,32,8,10,5,18,288,7,2,4,0,113,0,632,0,0,34,62,14,69,0,8,13,38,8,59,5,37,1108,118,0,69935,0,0,425,1006,150,870,0,303,271,363,70,911,55,277,79374,4,4,27,35
Vila Velha de Ródão,2024,300,192,108,0.9,63,0,24,3,0,20,37,15,37,4,5,15,34,7,12,5,19,285,9,1,5,0,99,0,628,3,0,34,61,16,193,16,10,18,42,7,64,5,45,1241,-1232,0,96207,4269,0,536,1052,181,6270,130,303,302,434,41,1058,60,527,110138,7,3,36,46
Vila Verde,2016,4668,3223,1445,20.4,603,6,373,14,9,725,1108,79,328,28,106,288,362,175,202,41,221,4460,127,66,14,1,792,65,2884,14,60,3050,2318,276,696,75,201,499,476,197,334,43,279,12259,4242,1098,39176,13,1305,53219,32341,6413,7102,1077,3190,5960,3506,1054,4164,216,1500,165577,67,141,417,625
Vila Verde,2017,4817,3310,1507,21.1,576,6,382,14,10,765,1109,72,330,36,127,311,390,182,216,45,246,4592,144,68,13,0,777,78,2825,14,76,3029,2401,277,715,92,217,534,486,203,376,50,306,12456,4374,1756,42454,10,1784,53529,35438,6212,8529,1523,3638,7247,3725,1213,5058,222,1855,178568,45,142,437,624
Vila Verde,2018,5006,3437,1569,21.9,575,6,399,14,10,820,1130,77,331,39,132,328,416,197,220,45,267,4767,146,77,16,0,772,86,3038,15,89,3141,2455,305,728,104,247,583,479,290,374,48,325,13079,4699,1765,46469,11,2165,64221,38524,6956,8840,1977,4710,7554,3545,-428,4971,218,1949,198147,68,156,440,664
Vila Verde,2019,5140,3461,1679,22.5,522,6,411,13,9,870,1143,88,360,46,155,355,409,180,237,42,294,4901,143,78,18,0,769,92,2930,14,98,3436,2604,315,793,115,275,613,480,289,404,43,366,13636,5348,2494,47755,21,2487,66194,46715,7902,9835,2493,5009,8944,3719,-340,5506,223,1973,216277,41,157,477,675
Vila Verde,2020,5247,3522,1725,22.9,501,6,413,13,9,905,1129,98,339,48,166,384,440,179,282,49,286,5002,148,80,17,0,756,96,2848,14,0,3509,2564,321,805,114,286,661,510,0,457,53,361,13741,5499,3248,44684,9,0,68150,46324,7128,6828,2549,12056,9511,3090,0,4806,142,1496,217924,46,142,451,639
Vila Verde,2021,5460,3623,1837,23.9,482,6,424,13,9,972,1164,96,343,55,178,396,482,185,301,64,290,5202,159,80,19,0,715,0,2932,14,113,3861,2681,314,814,0,273,690,560,299,435,71,359,14348,5789,0,57924,21,3775,78393,56173,7925,8832,0,11026,11349,3701,95,4415,345,1550,256804,40,179,477,696
Vila Verde,2022,5830,3902,1928,25.5,475,6,439,25,9,1017,1206,98,377,59,199,432,541,223,333,79,312,5561,159,89,20,1,726,0,3066,26,120,4094,2794,344,904,0,291,764,640,322,482,113,385,15300,6161,0,72141,11,4392,85698,61089,10077,13920,0,9173,13152,5613,-316,5343,184,2338,295710,45,167,606,818
Vila Verde,2023,6123,4082,2041,26.8,459,5,447,24,8,1099,1223,122,391,60,208,451,626,240,342,95,323,5841,171,83,26,2,730,85,3160,24,113,4520,2829,392,989,129,305,808,736,342,1217,165,379,16923,7652,3842,75798,10,4187,108663,64490,12104,16050,3342,6993,15046,7135,87,9260,583,2243,337486,45,173,647,865
Vila Verde,2024,6397,4235,2162,28.0,467,6,446,22,6,1133,1228,144,397,79,223,476,708,235,341,101,385,6107,159,99,30,2,759,89,3322,22,89,4924,2908,429,1070,130,338,837,825,337,1420,176,445,18120,8488,4366,87855,27,3244,122260,72665,13195,17310,4207,8546,16992,7738,213,14098,790,2631,384626,46,147,651,844
Vila Viçosa,2016,872,597,275,4.5,104,27,65,1,1,50,164,20,86,8,8,61,140,22,62,16,37,839,21,7,5,0,130,253,618,0,0,0,377,56,145,12,14,84,140,27,125,19,53,2148,258,5784,17809,0,0,0,5988,1408,1477,138,118,850,585,145,787,155,455,36668,13,12,108,133
Vila Viçosa,2017,913,627,286,4.7,108,30,67,1,2,48,164,21,83,8,10,67,148,28,70,17,41,874,25,9,5,0,173,265,665,0,0,99,380,71,147,12,18,95,148,35,137,19,56,2325,629,5559,19776,0,0,-81,6375,1446,1661,170,190,1376,690,167,854,114,499,39484,11,12,106,129
Vila Viçosa,2018,905,614,291,4.6,115,30,62,1,2,48,162,21,85,6,10,73,139,25,70,16,40,863,29,9,4,0,173,275,641,0,0,108,401,84,153,8,20,107,139,33,88,18,53,2304,1039,6193,17104,0,0,1072,6784,1476,1642,159,269,1539,589,174,1153,100,619,39927,12,8,91,111
