territory,year,population_total,population_density,population_pp_pc
Sesimbra,2020,52163,269.2,
Sesimbra,2021,53043,272.8,94.1
Sesimbra,2022,54004,279.0,
Sesimbra,2023,55058,283.6,91.8
Sesimbra,2024,56040,289.1,
Setúbal,2016,121923,529.6,
Setúbal,2017,122109,530.7,107.5
Setúbal,2018,122439,532.5,
Setúbal,2019,123121,536.6,108.0
Setúbal,2020,123941,539.6,
Setúbal,2021,123706,534.6,104.8
Setúbal,2022,123195,535.2,
Setúbal,2023,123405,536.4,104.7
Setúbal,2024,123944,539.8,
Sever do Vouga,2016,11539,88.2,
Sever do Vouga,2017,11393,87.2,74.0
Sever do Vouga,2018,11274,86.4,
Sever do Vouga,2019,11194,86.0,75.7
Sever do Vouga,2020,11129,85.4,
Sever do Vouga,2021,11051,84.8,80.4
Sever do Vouga,2022,10964,84.0,
Sever do Vouga,2023,10930,84.3,81.1
Sever do Vouga,2024,10984,84.9,
Silves,2016,36466,53.7,
Silves,2017,36545,53.8,76.9
Silves,2018,36702,54.1,
Silves,2019,37046,54.8,79.4
Silves,2020,37609,55.8,
Silves,2021,38086,56.2,83.8
Silves,2022,38597,57.3,
Silves,2023,39226,58.1,85.1
Silves,2024,39903,59.3,
Sines,2016,14243,69.9,
Sines,2017,14197,69.7,128.7
Sines,2018,14176,69.7,
Sines,2019,14190,69.9,127.6
Sines,2020,14245,70.3,
Sines,2021,14376,71.2,120.3
Sines,2022,14557,72.0,
Sines,2023,14708,72.7,124.2
Sines,2024,14784,72.8,
Sintra,2016,378589,1186.7,
Sintra,2017,379484,1190.8,94.1
Sintra,2018,380697,1194.3,
Sintra,2019,382758,1203.7,93.6
Sintra,2020,385702,1212.8,
Sintra,2021,387196,1213.0,97.9
Sintra,2022,388951,1223.8,
Sintra,2023,393097,1239.0,98.9
Sintra,2024,398238,1256.0,
Sobral de Monte Agraço,2016,10255,196.7,
Sobral de Monte Agraço,2017,10261,197.2,103.4
Sobral de Monte Agraço,2018,10293,197.9,
Sobral de Monte Agraço,2019,10353,199.5,97.0
Sobral de Monte Agraço,2020,10520,204.3,
Sobral de Monte Agraço,2021,10886,213.5,85.8
Sobral de Monte Agraço,2022,11297,220.1,
Sobral de Monte Agraço,2023,11674,228.0,82.4
Sobral de Monte Agraço,2024,12047,234.4,
Soure,2016,17999,67.5,
Soure,2017,17774,66.6,70.7
Soure,2018,17554,65.9,
Soure,2019,17391,65.3,71.9
Soure,2020,17316,65.3,
Soure,2021,17296,65.2,74.6
Soure,2022,17214,64.7,
Soure,2023,17193,65.0,76.0
Soure,2024,17270,65.3,
Sousel,2016,4622,16.4,
Sousel,2017,4552,16.2,69.0
Sousel,2018,4481,15.9,
Sousel,2019,4415,15.7,70.4
Sousel,2020,4390,15.7,
Sousel,2021,4409,15.8,72.9
Sousel,2022,4409,15.7,
Sousel,2023,4398,15.8,74.6
Sousel,2024,4402,15.8,
Sátão,2016,11532,56.7,
Sátão,2017,11368,55.9,61.9
Sátão,2018,11196,55.0,
Sátão,2019,11063,54.6,62.7
Sátão,2020,11046,54.8,
Sátão,2021,11047,54.6,70.4
Sátão,2022,11032,54.6,
Sátão,2023,11087,55.2,70.1
Sátão,2024,11202,55.8,
São Brás de Alportel,2016,10804,70.5,
São Brás de Alportel,2017,10842,70.8,84.8
São Brás de Alportel,2018,10899,71.3,
São Brás de Alportel,2019,11019,72.4,87.8
São Brás de Alportel,2020,11203,73.7,
São Brás de Alportel,2021,11329,74.0,90.2
São Brás de Alportel,2022,11427,75.0,
São Brás de Alportel,2023,11551,75.7,86.9
São Brás de Alportel,2024,11667,76.5,
São João da Madeira,2016,21785,2745.3,
São João da Madeira,2017,21839,2755.5,135.4
São João da Madeira,2018,21961,2776.1,
São João da Madeira,2019,22140,2800.6,130.6
São João da Madeira,2020,22244,2802.3,
São João da Madeira,2021,22520,2870.2,116.7
São João da Madeira,2022,23069,2940.6,
São João da Madeira,2023,23606,3005.4,111.5
São João da Madeira,2024,24055,3053.8,
São João da Pesqueira,2016,7196,26.8,
São João da Pesqueira,2017,7096,26.5,64.6
São João da Pesqueira,2018,7009,26.2,
São João da Pesqueira,2019,6928,25.9,65.5
São João da Pesqueira,2020,6871,25.8,
São João da Pesqueira,2021,6834,25.6,69.2
São João da Pesqueira,2022,6795,25.5,
São João da Pesqueira,2023,6774,25.4,70.8
São João da Pesqueira,2024,6758,25.3,
São Pedro do Sul,2016,15624,44.5,
São Pedro do Sul,2017,15449,44.0,68.7
São Pedro do Sul,2018,15298,43.6,
São Pedro do Sul,2019,15202,43.5,69.5
São Pedro do Sul,2020,15188,43.6,
São Pedro do Sul,2021,15188,43.5,73.7
São Pedro do Sul,2022,15122,43.2,
São Pedro do Sul,2023,15132,43.6,74.8
São Pedro do Sul,2024,15247,43.8,
São Roque do Pico,2016,3282,23.0,
São Roque do Pico,2017,3263,22.9,81.5
São Roque do Pico,2018,3245,22.7,
São Roque do Pico,2019,3229,22.6,79.4
São Roque do Pico,2020,3224,22.7,
São Roque do Pico,2021,3259,23.1,80.3
São Roque do Pico,2022,3325,23.6,
São Roque do Pico,2023,3385,24.0,77.3
São Roque do Pico,2024,3436,24.3,
São Vicente,2016,5027,63.2,
São Vicente,2017,4949,62.3,61.0
São Vicente,2018,4897,61.9,
São Vicente,2019,4867,61.6,62.7
São Vicente,2020,4872,62.0,
São Vicente,2021,4875,61.7,66.1
São Vicente,2022,4865,61.7,
São Vicente,2023,4920,63.1,65.2
São Vicente,2024,5048,65.0,
Tabuaço,2016,5442,40.1,
Tabuaço,2017,5290,38.9,55.3
Tabuaço,2018,5150,38.0,
Tabuaço,2019,5039,37.3,55.9
Tabuaço,2020,5007,37.5,
Tabuaço,2021,5031,37.6,64.1
Tabuaço,2022,5041,37.7,
Tabuaço,2023,5048,37.7,63.5
Tabuaço,2024,5042,37.6,
Tarouca,2016,7441,74.1,
Tarouca,2017,7388,73.6,63.4
Tarouca,2018,7343,73.2,
Tarouca,2019,7320,73.1,63.4
Tarouca,2020,7333,73.4,
Tarouca,2021,7366,73.8,70.2
Tarouca,2022,7430,74.7,
Tarouca,2023,7547,76.1,69.2
Tarouca,2024,7660,77.0,
Tavira,2016,26395,43.7,
Tavira,2017,26608,44.0,92.0
Tavira,2018,26828,44.4,
Tavira,2019,27156,45.1,94.4
Tavira,2020,27532,45.6,
Tavira,2021,27609,45.3,93.7
Tavira,2022,27599,45.6,
Tavira,2023,27767,45.9,92.5
Tavira,2024,28071,46.6,
Terras de Bouro,2016,6674,23.9,
Terras de Bouro,2017,6597,23.6,63.2
Terras de Bouro,2018,6517,23.3,
Terras de Bouro,2019,6445,23.1,63.8
Terras de Bouro,2020,6410,23.1,
Terras de Bouro,2021,6387,23.0,67.1
Terras de Bouro,2022,6367,22.9,
Terras de Bouro,2023,6377,23.0,67.9
Terras de Bouro,2024,6372,22.9,
Tomar,2016,38014,107.6,
Tomar,2017,37553,106.2,85.0
Tomar,2018,37091,105.0,
Tomar,2019,36773,104.4,86.6
Tomar,2020,36659,104.3,
Tomar,2021,36593,104.1,88.8
Tomar,2022,36502,103.8,
Tomar,2023,36658,105.0,88.4
Tomar,2024,36949,105.5,
Tondela,2016,26868,71.9,
Tondela,2017,26555,71.1,75.0
Tondela,2018,26283,70.5,
Tondela,2019,26101,70.2,76.5
Tondela,2020,26069,70.3,
Tondela,2021,25995,69.8,79.8
Tondela,2022,25776,69.1,
Tondela,2023,25738,69.6,80.5
Tondela,2024,25891,69.9,
Torre de Moncorvo,2016,7396,13.8,
Torre de Moncorvo,2017,7267,13.6,62.3
Torre de Moncorvo,2018,7137,13.3,
Torre de Moncorvo,2019,7011,13.1,63.1
Torre de Moncorvo,2020,6896,12.9,
Torre de Moncorvo,2021,6808,12.8,68.8
Torre de Moncorvo,2022,6763,12.7,
Torre de Moncorvo,2023,6740,12.7,69.9
Torre de Moncorvo,2024,6688,12.5,
Torres Novas,2016,35193,129.8,
Torres Novas,2017,34897,128.6,96.8
Torres Novas,2018,34591,127.6,
Torres Novas,2019,34362,127.0,95.8
Torres Novas,2020,34318,127.3,
Torres Novas,2021,34349,127.2,95.0
Torres Novas,2022,34369,127.4,
Torres Novas,2023,34560,128.6,96.9
Torres Novas,2024,34853,129.6,
Torres Vedras,2016,80424,197.6,
Torres Vedras,2017,80578,198.2,95.3
Torres Vedras,2018,80859,199.0,
Torres Vedras,2019,81446,201.1,96.4
Torres Vedras,2020,82704,205.2,
Torres Vedras,2021,84236,208.6,93.8
Torres Vedras,2022,85520,211.5,
Torres Vedras,2023,87061,216.2,93.5
Torres Vedras,2024,88773,219.9,
Trancoso,2016,8973,24.6,
Trancoso,2017,8814,24.2,66.7
Trancoso,2018,8667,23.8,
Trancoso,2019,8553,23.5,68.0
Trancoso,2020,8488,23.4,
Trancoso,2021,8433,23.2,71.4
Trancoso,2022,8343,22.9,
Trancoso,2023,8301,23.0,72.6
Trancoso,2024,8358,23.2,
Trofa,2016,38407,533.3,
Trofa,2017,38416,533.6,92.7
Trofa,2018,38437,533.8,
Trofa,2019,38502,535.4,94.6
Trofa,2020,38608,536.8,
Trofa,2021,38831,541.7,93.1
Trofa,2022,39291,549.7,
Trofa,2023,39789,555.5,92.6
Trofa,2024,40146,559.6,
Tábua,2016,11505,57.3,
Tábua,2017,11385,56.7,68.6
Tábua,2018,11265,56.1,
Tábua,2019,11174,55.8,69.6
Tábua,2020,11207,56.4,
Tábua,2021,11307,56.8,73.8
Tábua,2022,11379,57.1,
Tábua,2023,11506,58.1,73.0
Tábua,2024,11693,59.0,
Vagos,2016,22560,136.6,
Vagos,2017,22531,136.6,72.1
Vagos,2018,22575,137.2,
Vagos,2019,22709,138.2,74.0
Vagos,2020,22915,139.7,
Vagos,2021,23218,141.9,79.5
Vagos,2022,23565,143.9,
Vagos,2023,24090,148.3,79.9
Vagos,2024,24810,152.6,
Vale de Cambra,2016,21704,146.7,
Vale de Cambra,2017,21547,145.8,86.9
Vale de Cambra,2018,21417,145.0,
Vale de Cambra,2019,21341,144.7,87.4
Vale de Cambra,2020,21335,144.9,
Vale de Cambra,2021,21317,144.5,87.8
Vale de Cambra,2022,21267,144.2,
Vale de Cambra,2023,21248,144.2,86.5
Vale de Cambra,2024,21245,144.2,
Valença,2016,13624,116.1,
Valença,2017,13573,115.6,82.7
Valença,2018,13530,115.4,
Valença,2019,13554,116.0,83.2
Valença,2020,13644,116.9,
Valença,2021,13749,117.8,84.8
Valença,2022,13867,118.9,
Valença,2023,14046,120.9,84.7
Valença,2024,14228,122.1,
Valongo,2016,93528,1245.4,
Valongo,2017,93634,1247.6,91.7
Valongo,2018,93850,1251.1,
Valongo,2019,94201,1256.9,92.0
Valongo,2020,94719,1264.9,
Valongo,2021,95834,1286.6,92.7
Valongo,2022,97530,1310.0,
Valongo,2023,99288,1333.4,92.5
Valongo,2024,100815,1350.7,
Valpaços,2016,15561,28.2,
Valpaços,2017,15334,27.7,59.4
Valpaços,2018,15121,27.4,
Valpaços,2019,14943,27.1,61.2
Valpaços,2020,14816,26.9,
Valpaços,2021,14678,26.6,63.9
Valpaços,2022,14571,26.5,
Valpaços,2023,14574,26.6,64.9
Valpaços,2024,14561,26.5,
Velas,2016,5150,43.6,
Velas,2017,5104,43.3,83.1
Velas,2018,5066,43.0,
Velas,2019,5015,42.4,83.3
Velas,2020,4967,42.2,
Velas,2021,4951,42.2,87.8
Velas,2022,4951,42.2,
Velas,2023,4952,42.2,84.4
Velas,2024,4951,42.2,
Vendas Novas,2016,11457,51.3,
Vendas Novas,2017,11370,50.9,95.2
Vendas Novas,2018,11271,50.4,
Vendas Novas,2019,11214,50.4,95.5
Vendas Novas,2020,11248,50.7,
Vendas Novas,2021,11324,51.1,93.1
Vendas Novas,2022,11407,51.5,
Vendas Novas,2023,11494,51.9,93.0
Vendas Novas,2024,11564,52.1,
Viana do Alentejo,2016,5543,14.0,
Viana do Alentejo,2017,5480,13.8,79.3
Viana do Alentejo,2018,5422,13.7,
Viana do Alentejo,2019,5385,13.7,79.8
Viana do Alentejo,2020,5392,13.7,
Viana do Alentejo,2021,5426,13.8,78.8
Viana do Alentejo,2022,5471,14.0,
Viana do Alentejo,2023,5519,14.1,77.8
Viana do Alentejo,2024,5565,14.2,
Viana do Castelo,2016,86213,269.8,
Viana do Castelo,2017,85962,269.1,93.1
Viana do Castelo,2018,85777,268.6,
Viana do Castelo,2019,85753,269.0,93.8
Viana do Castelo,2020,85995,270.1,
Viana do Castelo,2021,86091,269.6,92.1
Viana do Castelo,2022,86131,270.4,
Viana do Castelo,2023,86518,272.0,92.4
Viana do Castelo,2024,86878,272.6,
Vidigueira,2016,5474,17.2,
Vidigueira,2017,5391,16.9,72.8
Vidigueira,2018,5315,16.7,
Vidigueira,2019,5264,16.6,74.7
Vidigueira,2020,5228,16.5,
Vidigueira,2021,5215,16.5,79.4
Vidigueira,2022,5230,16.6,
Vidigueira,2023,5235,16.5,77.3
Vidigueira,2024,5245,16.6,
Vieira do Minho,2016,12389,57.0,
Vieira do Minho,2017,12280,56.5,67.2
Vieira do Minho,2018,12159,55.9,
Vieira do Minho,2019,12075,55.7,67.3
Vieira do Minho,2020,12061,55.7,
Vieira do Minho,2021,12032,55.4,67.5
Vieira do Minho,2022,11989,55.4,
Vieira do Minho,2023,12023,55.7,67.0
Vieira do Minho,2024,12067,55.8,
Vila Flor,2016,6261,23.5,
Vila Flor,2017,6218,23.3,62.4
Vila Flor,2018,6169,23.1,
Vila Flor,2019,6122,23.0,62.9
Vila Flor,2020,6102,23.0,
Vila Flor,2021,6079,22.8,65.9
Vila Flor,2022,6042,22.7,
Vila Flor,2023,6034,22.7,68.5
Vila Flor,2024,6031,22.7,
Vila Franca de Xira,2016,136514,429.2,
Vila Franca de Xira,2017,136699,430.0,98.4
Vila Franca de Xira,2018,136928,430.7,
Vila Franca de Xira,2019,137429,433.1,97.4
Vila Franca de Xira,2020,138004,434.3,
Vila Franca de Xira,2021,137936,432.7,98.9
Vila Franca de Xira,2022,138073,435.2,
Vila Franca de Xira,2023,138958,438.3,99.9
Vila Franca de Xira,2024,140082,442.2,
Vila Franca do Campo,2016,10731,136.8,
Vila Franca do Campo,2017,10608,135.3,65.0
Vila Franca do Campo,2018,10498,134.0,
Vila Franca do Campo,2019,10411,133.0,66.1
Vila Franca do Campo,2020,10376,133.1,
Vila Franca do Campo,2021,10369,132.9,70.6
Vila Franca do Campo,2022,10374,133.2,
Vila Franca do Campo,2023,10393,133.4,73.6
Vila Franca do Campo,2024,10383,133.0,
Vila Nova da Barquinha,2016,7058,142.0,
Vila Nova da Barquinha,2017,7021,141.5,72.3
Vila Nova da Barquinha,2018,6988,140.6,
Vila Nova da Barquinha,2019,6954,140.2,72.9
Vila Nova da Barquinha,2020,7015,143.1,
Vila Nova da Barquinha,2021,7190,147.2,77.2
Vila Nova da Barquinha,2022,7397,151.4,
Vila Nova da Barquinha,2023,7642,157.1,77.2
Vila Nova da Barquinha,2024,7908,162.2,
Vila Nova de Cerveira,2016,8889,81.6,
Vila Nova de Cerveira,2017,8833,81.2,84.2
Vila Nova de Cerveira,2018,8818,81.3,
Vila Nova de Cerveira,2019,8866,82.1,85.9
Vila Nova de Cerveira,2020,8920,82.4,
Vila Nova de Cerveira,2021,8970,83.0,84.9
Vila Nova de Cerveira,2022,9099,84.7,
Vila Nova de Cerveira,2023,9259,86.0,82.6
Vila Nova de Cerveira,2024,9376,86.9,
Vila Nova de Famalicão,2016,132152,655.5,
Vila Nova de Famalicão,2017,132169,655.8,88.8
Vila Nova de Famalicão,2018,132360,657.4,
Vila Nova de Famalicão,2019,132854,660.7,89.9
Vila Nova de Famalicão,2020,133630,665.0,
Vila Nova de Famalicão,2021,134076,665.1,92.1
Vila Nova de Famalicão,2022,134576,670.0,
Vila Nova de Famalicão,2023,135531,674.6,91.5
Vila Nova de Famalicão,2024,136349,678.1,
Vila Nova de Foz Côa,2016,6710,16.7,
Vila Nova de Foz Côa,2017,6601,16.5,68.0
Vila Nova de Foz Côa,2018,6504,16.2,
Vila Nova de Foz Côa,2019,6416,16.0,68.3
Vila Nova de Foz Côa,2020,6357,15.9,
Vila Nova de Foz Côa,2021,6319,15.8,72.0
Vila Nova de Foz Côa,2022,6308,15.9,
Vila Nova de Foz Côa,2023,6344,16.0,71.5
Vila Nova de Foz Côa,2024,6376,16.0,
Vila Nova de Gaia,2016,300911,1786.9,
Vila Nova de Gaia,2017,301428,1791.8,100.1
Vila Nova de Gaia,2018,302341,1797.7,
Vila Nova de Gaia,2019,303755,1808.5,100.6
Vila Nova de Gaia,2020,304810,1810.2,
Vila Nova de Gaia,2021,305429,1815.9,101.0
Vila Nova de Gaia,2022,307224,1831.5,
Vila Nova de Gaia,2023,309882,1847.5,101.3
Vila Nova de Gaia,2024,312104,1857.9,
Vila Nova de Paiva,2016,4830,27.3,
Vila Nova de Paiva,2017,4773,27.1,62.7
Vila Nova de Paiva,2018,4728,26.8,
Vila Nova de Paiva,2019,4683,26.6,64.6
Vila Nova de Paiva,2020,4683,26.8,
Vila Nova de Paiva,2021,4692,26.7,66.9
Vila Nova de Paiva,2022,4688,26.7,
Vila Nova de Paiva,2023,4722,27.1,67.9
Vila Nova de Paiva,2024,4795,27.6,
Vila Nova de Poiares,2016,7027,82.8,
Vila Nova de Poiares,2017,6949,81.8,70.5
Vila Nova de Poiares,2018,6875,81.0,
Vila Nova de Poiares,2019,6830,80.7,71.4
Vila Nova de Poiares,2020,6849,81.5,
Vila Nova de Poiares,2021,6940,82.9,77.8
Vila Nova de Poiares,2022,7028,83.5,
Vila Nova de Poiares,2023,7098,84.5,77.3
Vila Nova de Poiares,2024,7201,86.0,
Vila Pouca de Aguiar,2016,12227,27.8,
Vila Pouca de Aguiar,2017,12092,27.5,63.5
Vila Pouca de Aguiar,2018,11985,27.3,
Vila Pouca de Aguiar,2019,11905,27.2,65.5
Vila Pouca de Aguiar,2020,11869,27.2,
Vila Pouca de Aguiar,2021,11830,27.0,70.3
Vila Pouca de Aguiar,2022,11773,26.9,
Vila Pouca de Aguiar,2023,11763,26.9,69.3
Vila Pouca de Aguiar,2024,11796,27.0,
Vila Real,2016,50329,132.6,
Vila Real,2017,50137,132.1,98.1
Vila Real,2018,49966,131.7,
Vila Real,2019,49887,131.7,98.3
Vila Real,2020,49826,131.3,
Vila Real,2021,49676,130.9,99.1
Vila Real,2022,49631,131.1,
Vila Real,2023,49795,131.8,99.1
Vila Real,2024,49986,132.1,
Vila Real de Santo António,2016,18714,305.5,
Vila Real de Santo António,2017,18735,306.3,91.8
Vila Real de Santo António,2018,18794,307.4,
Vila Real de Santo António,2019,18868,308.7,93.2
Vila Real de Santo António,2020,18940,309.8,
Vila Real de Santo António,2021,18946,308.9,93.8
Vila Real de Santo António,2022,19037,312.7,
Vila Real de Santo António,2023,19235,315.3,92.2
Vila Real de Santo António,2024,19430,319.1,
Vila Velha de Ródão,2016,3294,9.9,
Vila Velha de Ródão,2017,3258,9.8,71.7
Vila Velha de Ródão,2018,3231,9.8,
Vila Velha de Ródão,2019,3222,9.8,74.2
Vila Velha de Ródão,2020,3271,10.1,
Vila Velha de Ródão,2021,3374,10.4,73.9
Vila Velha de Ródão,2022,3449,10.5,
Vila Velha de Ródão,2023,3491,10.7,77.2
Vila Velha de Ródão,2024,3546,10.8,
Vila Verde,2016,46249,201.8,
Vila Verde,2017,46072,201.2,66.8
Vila Verde,2018,45960,200.8,
Vila Verde,2019,45962,201.2,70.4
Vila Verde,2020,46316,203.9,
Vila Verde,2021,46785,205.3,74.2
Vila Verde,2022,47233,207.8,
Vila Verde,2023,47836,210.6,75.6
Vila Verde,2024,48426,213.0,
Vila Viçosa,2016,7794,39.7,
Vila Viçosa,2017,7692,39.2,83.4
Vila Viçosa,2018,7606,38.8,
Vila Viçosa,2019,7514,38.3,83.4
Vila Viçosa,2020,7436,38.0,
Vila Viçosa,2021,7396,37.9,82.8
Vila Viçosa,2022,7352,37.6,
Vila Viçosa,2023,7311,37.5,82.7
Vila Viçosa,2024,7284,37.3,
Vila da Praia da Vitória,2016,20080,123.9,
Vila da Praia da Vitória,2017,19901,122.9,74.7
Vila da Praia da Vitória,2018,19744,121.9,
Vila da Praia da Vitória,2019,19595,121.1,75.1
Vila da Praia da Vitória,2020,19523,121.1,
Vila da Praia da Vitória,2021,19571,121.7,82.6
Vila da Praia da Vitória,2022,19644,122.0,
Vila da Praia da Vitória,2023,19704,122.4,83.6
Vila da Praia da Vitória,2024,19801,123.2,
Vila de Rei,2016,3376,17.5,
Vila de Rei,2017,3322,17.2,66.2
Vila de Rei,2018,3280,17.0,
Vila de Rei,2019,3251,16.9,67.3
Vila de Rei,2020,3269,17.2,
Vila de Rei,2021,3341,17.7,67.4
Vila de Rei,2022,3395,17.8,
Vila de Rei,2023,3423,18.0,70.9
Vila de Rei,2024,3449,18.0,
Vila do Bispo,2016,5317,29.8,
Vila do Bispo,2017,5363,30.1,64.6
Vila do Bispo,2018,5419,30.5,
Vila do Bispo,2019,5520,31.2,67.3
Vila do Bispo,2020,5671,32.1,
Vila do Bispo,2021,5781,32.4,67.2
Vila do Bispo,2022,5841,32.8,
Vila do Bispo,2023,5906,33.1,65.8
Vila do Bispo,2024,5992,33.8,
Vila do Conde,2016,79647,535.2,
Vila do Conde,2017,79864,536.6,96.2
Vila do Conde,2018,80101,538.4,
Vila do Conde,2019,80467,541.5,95.9
Vila do Conde,2020,80969,545.1,
Vila do Conde,2021,81659,550.8,93.6
Vila do Conde,2022,82807,560.5,
Vila do Conde,2023,84202,569.5,94.1
Vila do Conde,2024,85372,576.2,
Vila do Porto,2016,5428,55.9,
Vila do Porto,2017,5418,56.0,89.7
Vila do Porto,2018,5408,55.7,
Vila do Porto,2019,5384,55.5,89.7
Vila do Porto,2020,5399,56.0,
Vila do Porto,2021,5454,56.6,90.4
Vila do Porto,2022,5496,56.9,
Vila do Porto,2023,5506,56.8,92.8
Vila do Porto,2024,5503,56.8,
Vimioso,2016,4346,9.0,
Vimioso,2017,4292,8.8,62.3
Vimioso,2018,4255,8.8,
Vimioso,2019,4239,8.8,63.3
Vimioso,2020,4197,8.7,
Vimioso,2021,4153,8.6,63.2
Vimioso,2022,4144,8.6,
Vimioso,2023,4162,8.7,63.8
Vimioso,2024,4175,8.7,
Vinhais,2016,8228,11.7,
Vinhais,2017,8112,11.6,57.9
Vinhais,2018,8013,11.5,
Vinhais,2019,7919,11.3,59.9
Vinhais,2020,7815,11.2,
Vinhais,2021,7690,11.0,61.9
Vinhais,2022,7569,10.8,
Vinhais,2023,7482,10.7,64.3
Vinhais,2024,7403,10.6,
Viseu,2016,98879,194.9,
Viseu,2017,98800,194.8,94.4
Viseu,2018,98859,195.1,
Viseu,2019,99289,196.5,95.7
Viseu,2020,99824,197.2,
Viseu,2021,100118,197.7,96.8
Viseu,2022,100302,197.9,
Viseu,2023,101172,201.1,97.9
Viseu,2024,102740,204.1,
Vizela,2016,23485,950.9,
Vizela,2017,23523,953.7,84.1
Vizela,2018,23605,957.6,
Vizela,2019,23694,960.9,83.2
Vizela,2020,23859,971.0,
Vizela,2021,24035,975.1,81.4
Vizela,2022,24192,983.7,
Vizela,2023,24413,993.1,81.0
Vizela,2024,24609,999.5,
Vouzela,2016,9839,50.5,
Vouzela,2017,9718,49.8,64.0
Vouzela,2018,9599,49.3,
Vouzela,2019,9529,49.1,65.1
Vouzela,2020,9575,49.8,
Vouzela,2021,9674,50.1,68.9
Vouzela,2022,9681,49.8,
Vouzela,2023,9709,50.4,70.2
Vouzela,2024,9786,50.6,
Águeda,2016,46319,137.8,
Águeda,2017,46161,137.5,86.5
Águeda,2018,46027,137.0,
Águeda,2019,46070,137.8,86.6
Águeda,2020,46267,138.2,
Águeda,2021,46418,138.7,87.9
Águeda,2022,46579,139.2,
Águeda,2023,46942,140.8,89.5
Águeda,2024,47474,142.4,
Évora,2016,54953,41.9,
Évora,2017,54637,41.7,117.3
Évora,2018,54380,41.5,
Évora,2019,54245,41.5,117.8
Évora,2020,54053,41.2,
Évora,2021,53883,41.2,112.0
Évora,2022,53834,41.2,
Évora,2023,53862,41.3,111.5
Évora,2024,53923,41.2,
Ílhavo,2016,38345,521.9,
Ílhavo,2017,38377,522.7,88.6
Ílhavo,2018,38445,523.7,
Ílhavo,2019,38665,528.6,89.0
Ílhavo,2020,39132,536.5,
Ílhavo,2021,39826,547.5,87.9
Ílhavo,2022,40586,557.1,
Ílhavo,2023,41534,573.3,87.6
Ílhavo,2024,42670,588.1,
Óbidos,2016,11680,82.5,
Óbidos,2017,11673,82.4,75.5
Óbidos,2018,11661,82.4,
Óbidos,2019,11685,82.7,75.9
Óbidos,2020,11875,85.0,
Óbidos,2021,12224,87.7,81.3
Óbidos,2022,12619,90.6,
Óbidos,2023,13061,93.9,81.7
Óbidos,2024,13507,96.9,
