territory,year,unemployment_total,unemployment_female,unemployment_male,unemployment[<25],unemployment[25-34],unemployment[35-44],unemployment[45-54],unemployment[>54],unemployment_el_b1,unemployment_el_b2,unemployment_el_b3,unemployment_el_hs,unemployment_el_c,unemployment_el_ne
Odivelas,2019,3024.5,1728.4,1296.1,228.3,602.5,757.0,669.1,767.7,316.9,403.6,590.7,1023.4,501.2,188.8
Odivelas,2020,4653.0,2542.4,2110.6,504.5,1131.9,1135.9,969.3,911.4,446.4,562.8,962.8,1719.9,607.9,353.2
Odivelas,2021,5278.4,2896.4,2382.0,519.3,1254.1,1319.9,1110.5,1074.7,431.1,649.2,1059.7,1878.6,635.7,624.3
Odivelas,2022,3881.8,2187.3,1694.6,297.8,847.5,945.2,847.1,944.3,327.2,423.1,702.4,1421.5,490.0,517.7
Odivelas,2023,3762.7,2073.1,1689.6,303.6,816.4,905.0,828.1,909.6,318.8,379.8,658.4,1403.1,444.7,557.9
Odivelas,2024,4074.8,2211.8,1862.9,373.5,985.4,981.2,872.8,861.9,308.8,411.4,678.5,1739.3,455.0,481.8
Oeiras,2016,6265.0,3278.8,2986.3,527.8,1097.2,1501.1,1551.7,1587.3,564.4,595.4,1149.6,2113.9,1664.6,177.1
Oeiras,2017,5473.0,2939.9,2533.1,457.3,889.8,1286.6,1332.7,1506.7,472.1,529.0,992.3,1874.1,1442.9,162.6
Oeiras,2018,4374.8,2405.0,1969.8,320.4,671.8,1006.7,1066.8,1309.1,344.6,401.0,744.9,1568.3,1199.6,116.3
Oeiras,2019,3619.9,2054.4,1565.5,221.9,560.5,799.5,910.7,1127.3,265.1,276.8,577.6,1279.4,1120.3,100.7
Oeiras,2020,4826.4,2672.8,2153.6,405.1,967.2,1107.0,1126.3,1220.9,252.3,378.6,793.2,1864.3,1416.2,121.9
Oeiras,2021,5332.8,2946.8,2386.1,463.8,1067.0,1167.7,1232.3,1402.1,287.5,370.4,886.9,2065.4,1542.3,180.3
Oeiras,2022,4017.8,2208.2,1809.6,301.4,687.2,834.8,953.3,1241.1,254.1,347.7,651.4,1494.1,1090.8,179.7
Oeiras,2023,3779.0,2100.7,1678.3,315.6,667.9,724.6,874.3,1196.6,252.6,308.1,596.0,1459.2,1021.1,142.1
Oeiras,2024,3933.1,2160.7,1772.4,362.2,765.7,779.5,880.9,1144.8,245.9,307.6,572.7,1655.6,1022.5,128.8
Oleiros,2016,137.8,73.6,64.3,16.3,19.8,13.4,31.5,56.8,52.7,18.2,16.5,24.4,10.7,15.4
Oleiros,2017,105.0,50.0,55.0,8.7,13.3,14.3,23.5,45.2,35.6,17.8,12.9,14.6,8.8,15.3
Oleiros,2018,103.8,54.7,49.1,11.4,15.5,12.4,18.3,46.2,30.7,12.6,17.2,23.6,6.8,13.0
Oleiros,2019,89.5,41.8,47.7,11.4,9.6,8.5,16.6,43.4,30.0,11.4,10.3,20.3,6.7,10.8
Oleiros,2020,74.1,32.9,41.2,9.1,12.9,8.8,12.3,30.9,19.4,8.8,11.7,15.9,9.3,8.9
Oleiros,2021,80.1,34.9,45.2,11.3,14.6,9.8,11.7,32.8,20.6,10.0,8.7,24.2,7.8,8.8
Oleiros,2022,81.1,39.4,41.7,9.6,16.2,9.3,11.9,34.2,18.5,12.9,8.7,24.0,7.5,9.5
Oleiros,2023,72.3,32.7,39.7,8.8,12.8,10.3,11.8,28.8,15.3,10.3,7.9,22.2,7.8,9.0
Oleiros,2024,60.8,27.8,33.0,7.4,10.5,6.0,11.8,25.2,12.3,7.8,5.9,18.0,9.7,7.3
Olhão,2016,1865.4,981.5,883.9,218.6,373.8,426.4,389.3,457.3,389.9,280.6,413.4,439.2,185.3,157.1
Olhão,2017,1190.6,641.7,548.9,137.8,254.1,281.2,228.3,289.3,215.4,174.4,280.3,306.9,124.8,88.8
Olhão,2018,950.3,532.7,417.7,111.2,197.1,227.3,177.7,237.1,153.3,140.2,237.7,250.5,97.8,71.0
Olhão,2019,930.2,539.1,391.1,108.6,200.8,208.9,183.3,228.6,147.9,144.2,217.3,258.8,79.8,82.3
Olhão,2020,1556.8,873.7,683.1,195.6,397.3,359.3,302.7,301.8,217.8,198.9,389.3,484.6,124.8,141.4
Olhão,2021,1754.8,1004.8,750.1,217.3,398.5,415.3,356.3,367.5,241.6,235.3,432.8,536.0,146.1,163.1
Olhão,2022,1297.8,724.8,573.0,135.7,272.8,285.3,281.8,322.4,195.2,162.7,298.3,374.2,103.8,163.7
Olhão,2023,1191.4,665.2,526.3,133.1,251.0,259.0,249.3,299.1,169.6,153.1,273.5,344.8,92.6,157.9
Olhão,2024,1198.4,666.1,532.3,150.8,254.6,258.7,235.9,298.5,171.0,173.3,284.8,357.8,88.2,123.3
Oliveira de Azeméis,2016,2013.5,1209.8,803.8,293.9,381.1,347.3,476.6,514.7,394.7,350.4,378.3,463.8,318.7,107.6
Oliveira de Azeméis,2017,1552.8,936.8,615.9,196.2,287.0,263.8,372.7,433.2,288.0,256.2,286.0,378.7,258.7,85.3
Oliveira de Azeméis,2018,1318.6,777.1,541.5,153.4,233.3,212.8,296.0,423.2,245.7,251.8,236.7,321.4,196.3,66.8
Oliveira de Azeméis,2019,1205.3,713.5,491.8,138.3,204.0,216.1,246.8,400.2,213.8,221.8,227.3,289.8,189.6,63.1
Oliveira de Azeméis,2020,1779.8,1040.3,739.4,240.1,364.9,331.3,376.6,466.8,253.2,361.2,358.5,527.8,225.7,53.5
Oliveira de Azeméis,2021,1897.4,1092.8,804.6,268.9,360.8,340.3,369.2,558.2,251.4,365.9,388.0,598.5,239.7,53.9
Oliveira de Azeméis,2022,1462.4,834.6,627.8,182.3,233.4,269.1,273.0,504.6,189.0,286.8,275.3,467.0,196.7,47.8
Oliveira de Azeméis,2023,1464.5,826.6,637.9,171.5,265.2,262.3,290.6,474.9,168.1,288.8,267.3,520.8,171.0,48.7
Oliveira de Azeméis,2024,1717.8,997.9,719.8,191.4,309.9,316.5,365.4,534.5,199.2,323.7,323.8,633.5,184.8,52.8
Oliveira de Frades,2016,362.3,194.3,168.0,55.3,66.8,67.8,71.7,100.8,87.7,59.4,74.5,86.2,41.8,12.8
Oliveira de Frades,2017,337.6,182.4,155.2,49.8,57.8,55.5,80.1,94.4,85.5,57.3,67.0,83.3,35.0,9.5
Oliveira de Frades,2018,287.3,159.3,128.0,49.8,51.0,53.3,56.8,76.6,59.7,53.9,54.8,76.8,34.1,8.2
Oliveira de Frades,2019,308.3,184.1,124.2,43.0,57.9,66.8,56.3,84.3,61.2,42.3,71.4,85.4,40.0,7.9
Oliveira de Frades,2020,374.7,220.9,153.8,50.8,73.4,77.8,67.9,104.8,64.4,41.3,88.3,112.1,50.2,18.4
Oliveira de Frades,2021,351.9,214.3,137.6,51.8,62.6,72.8,64.6,100.2,65.4,46.8,70.6,100.1,45.0,24.0
Oliveira de Frades,2022,260.1,151.3,108.8,35.7,52.3,46.1,45.6,80.4,46.9,39.6,46.3,75.3,32.4,19.6
Oliveira de Frades,2023,264.7,158.7,106.0,40.4,55.1,49.4,46.9,72.8,37.8,36.3,45.8,89.7,36.2,19.0
Oliveira de Frades,2024,245.4,140.5,104.9,33.1,48.3,49.4,50.9,63.7,29.9,31.2,39.1,81.4,34.7,29.2
Oliveira do Bairro,2016,745.7,456.4,289.3,104.9,140.3,179.4,138.4,182.6,141.3,98.2,121.1,167.4,123.3,94.4
Oliveira do Bairro,2017,621.8,386.0,235.8,93.1,137.6,146.3,100.3,144.6,107.4,76.3,97.2,145.0,113.4,82.5
Oliveira do Bairro,2018,490.8,302.8,188.1,69.8,108.3,103.1,76.0,133.7,80.6,58.4,70.3,120.0,85.7,75.9
Oliveira do Bairro,2019,465.8,284.5,181.3,70.8,89.3,95.2,86.7,123.8,69.3,64.8,72.8,131.1,64.3,63.5
Oliveira do Bairro,2020,624.2,374.8,249.4,100.6,140.7,125.8,131.5,125.7,65.3,100.9,111.1,197.7,90.6,58.7
Oliveira do Bairro,2021,519.5,325.3,194.3,74.0,101.5,103.3,108.3,132.3,71.5,73.1,92.8,140.0,81.1,61.1
Oliveira do Bairro,2022,415.5,263.2,152.3,67.7,91.8,75.2,79.3,101.7,45.1,59.4,76.8,116.9,55.2,62.1
Oliveira do Bairro,2023,491.2,312.9,178.3,70.0,120.1,98.1,102.5,100.5,35.5,62.3,99.5,176.9,58.3,58.7
Oliveira do Bairro,2024,588.6,353.7,234.9,76.8,149.1,131.0,108.6,123.1,38.0,76.9,110.1,239.5,65.6,58.5
Oliveira do Hospital,2016,840.4,433.5,406.9,148.3,179.6,154.5,173.3,184.8,127.3,123.5,185.0,233.5,122.7,48.5
Oliveira do Hospital,2017,701.5,363.8,337.8,117.6,137.3,116.8,153.9,175.8,119.9,88.8,158.3,181.0,102.3,51.1
Oliveira do Hospital,2018,628.7,308.6,320.1,100.2,117.4,107.9,131.8,171.3,111.5,84.1,140.1,163.7,76.1,53.3
Oliveira do Hospital,2019,567.3,299.0,268.3,88.9,103.6,102.8,115.8,156.3,84.2,87.6,140.0,151.5,68.7,35.3
Oliveira do Hospital,2020,650.5,333.1,317.4,99.3,127.1,121.3,132.9,169.9,87.7,77.7,156.3,216.0,78.7,34.2
Oliveira do Hospital,2021,637.1,327.9,309.2,97.4,124.5,116.8,125.4,173.0,79.8,77.0,152.6,206.5,84.1,37.1
Oliveira do Hospital,2022,573.6,299.8,273.8,87.9,116.9,91.3,115.3,162.2,66.3,63.9,132.9,198.7,75.0,36.8
Oliveira do Hospital,2023,560.5,283.9,276.6,81.8,116.2,88.7,114.8,159.1,63.3,68.8,111.9,199.6,69.0,47.8
Oliveira do Hospital,2024,614.2,344.9,269.3,98.6,110.7,108.4,125.9,170.6,58.3,87.9,122.8,218.5,73.6,53.1
Ourique,2016,257.6,146.2,111.4,27.0,44.6,63.3,69.5,53.3,49.0,43.8,58.5,60.8,17.8,27.8
Ourique,2017,188.5,107.3,81.2,26.1,26.7,45.5,42.3,48.0,36.2,26.5,41.7,48.3,11.8,24.0
Ourique,2018,153.0,87.8,65.3,18.9,19.6,33.2,35.0,46.3,30.4,27.4,34.2,36.8,9.1,15.1
Ourique,2019,135.1,83.8,51.3,18.9,20.4,28.8,31.9,35.1,22.3,22.5,34.8,35.4,10.8,9.3
Ourique,2020,168.3,87.3,81.0,19.7,25.3,36.0,40.2,47.1,26.0,22.5,45.5,44.3,10.7,19.3
Ourique,2021,132.7,72.2,60.5,14.8,23.0,26.7,29.3,38.8,19.3,12.8,30.8,37.8,13.7,18.3
Ourique,2022,114.8,64.5,50.3,14.6,20.2,20.3,25.2,34.6,14.3,17.3,21.5,33.6,9.0,19.1
Ourique,2023,107.3,60.4,46.9,11.8,18.3,20.8,26.7,29.9,8.1,14.7,20.5,35.5,10.3,18.3
Ourique,2024,110.0,66.0,44.0,12.9,21.6,18.4,26.3,30.8,10.7,15.8,23.3,37.2,7.9,15.2
Ourém,2016,1202.2,676.4,525.8,189.1,229.4,245.2,257.9,280.6,219.3,154.3,271.1,318.9,202.7,35.9
Ourém,2017,874.2,502.9,371.3,118.0,182.0,170.0,182.2,222.0,148.8,96.3,200.7,229.3,168.8,30.4
Ourém,2018,686.3,399.8,286.6,86.6,133.9,130.0,134.1,201.8,113.2,79.9,153.2,190.3,127.5,22.3
Ourém,2019,624.1,374.8,249.3,85.2,108.9,115.5,133.2,181.3,97.9,69.0,138.2,182.9,117.6,18.5
Ourém,2020,832.1,500.3,331.8,130.6,172.4,171.9,173.8,183.3,77.3,86.7,194.8,304.8,146.6,21.9
Ourém,2021,739.4,476.3,263.2,110.3,150.4,149.1,144.8,184.8,72.6,77.8,150.4,266.9,142.6,29.1
Ourém,2022,632.4,399.6,232.8,103.2,123.2,118.9,125.7,161.5,59.7,55.2,132.8,226.2,121.3,37.3
Ourém,2023,688.1,422.5,265.6,102.4,148.3,133.1,152.3,152.0,49.5,55.8,134.8,281.8,116.5,49.7
Ourém,2024,734.8,450.8,283.9,93.7,180.9,156.8,159.6,143.8,40.0,59.1,126.5,343.2,116.5,49.5
Ovar,2016,2903.3,1707.6,1195.8,347.2,491.5,568.2,749.4,747.1,642.9,498.4,597.8,585.7,347.0,231.6
Ovar,2017,2163.8,1244.7,919.2,228.8,370.3,402.1,495.8,666.9,459.7,371.7,430.0,425.9,262.7,213.9
Ovar,2018,1977.9,1131.8,846.2,203.7,341.4,382.2,432.3,618.4,395.8,324.1,424.8,406.9,237.3,189.0
Ovar,2019,1858.2,1071.1,787.1,221.1,342.9,367.7,388.1,538.4,318.2,289.7,367.8,464.3,245.3,172.9
Ovar,2020,2018.8,1150.1,868.7,241.3,380.8,405.6,421.8,569.3,329.1,305.4,420.4,522.0,266.1,175.8
Ovar,2021,1923.6,1063.6,860.0,203.3,333.2,376.1,417.1,593.9,275.4,318.1,413.2,494.9,244.2,177.8
Ovar,2022,1399.4,791.0,608.4,147.4,238.0,260.4,293.5,460.1,173.3,215.9,263.4,416.8,201.8,128.2
Ovar,2023,1405.1,812.2,592.9,163.9,258.3,262.0,296.8,424.1,154.6,211.3,322.8,428.7,199.5,88.3
Ovar,2024,1433.3,823.8,609.5,160.4,272.8,289.9,315.5,394.6,131.6,208.6,309.4,504.8,206.8,72.0
Palmela,2016,2456.1,1311.3,1144.8,260.8,462.8,596.8,579.1,556.7,332.0,360.4,572.3,740.7,336.6,114.1
Palmela,2017,2000.8,1125.4,875.3,179.2,364.3,503.1,447.3,506.9,264.5,256.8,467.1,613.9,294.2,104.3
Palmela,2018,1550.4,899.8,650.6,121.3,268.3,352.9,340.2,467.8,188.7,196.9,346.2,494.7,238.4,85.6
Palmela,2019,1372.3,795.7,576.6,104.2,221.8,321.1,284.2,441.1,151.3,156.4,328.8,444.2,211.7,79.9
Palmela,2020,1963.4,1115.2,848.3,196.8,386.2,470.2,407.8,502.6,165.1,250.8,471.3,698.8,275.0,102.6
Palmela,2021,2019.3,1147.3,872.0,196.1,372.1,466.8,456.8,527.6,147.8,270.9,478.8,676.0,286.9,158.9
Palmela,2022,1680.1,952.8,727.3,164.4,294.2,376.2,368.0,477.3,133.1,214.8,372.3,561.7,225.9,172.3
Palmela,2023,1594.3,913.8,680.5,159.6,291.8,353.9,355.9,433.1,113.3,197.4,364.5,548.5,193.9,176.8
Palmela,2024,1724.6,980.8,743.8,183.7,348.4,368.7,380.1,443.8,113.1,200.5,364.3,698.3,206.2,142.3
Pampilhosa da Serra,2016,126.0,59.3,66.7,15.0,19.7,22.2,29.4,39.8,34.2,19.5,36.3,24.8,5.3,5.9
Pampilhosa da Serra,2017,103.1,48.3,54.8,12.8,14.8,15.3,27.3,32.8,32.3,14.1,22.0,25.2,5.3,4.3
Pampilhosa da Serra,2018,105.2,51.1,54.1,11.1,12.5,13.1,29.3,39.3,39.0,16.0,24.6,18.0,3.8,3.8
Pampilhosa da Serra,2019,103.0,47.8,55.3,10.5,10.3,15.5,23.5,43.3,38.4,16.3,22.4,17.9,3.6,4.3
Pampilhosa da Serra,2020,96.4,44.2,52.3,11.5,10.1,16.8,18.3,39.7,30.7,16.1,20.2,21.6,2.4,5.5
Pampilhosa da Serra,2021,83.8,33.6,50.2,11.6,9.6,17.3,14.1,31.2,24.1,15.8,16.9,19.5,2.3,5.2
Pampilhosa da Serra,2022,90.6,39.3,51.3,11.9,12.3,18.8,17.6,30.0,23.3,17.0,17.9,24.1,3.2,5.2
Pampilhosa da Serra,2023,72.1,32.8,39.3,6.6,5.5,15.0,18.9,26.1,16.3,13.9,15.9,17.4,1.8,6.8
Pampilhosa da Serra,2024,66.8,31.1,35.7,5.4,5.2,13.8,16.3,26.2,16.0,10.2,12.6,19.4,3.1,5.5
Paredes,2016,6062.0,3198.7,2863.3,928.3,996.1,1117.5,1544.7,1475.5,1855.3,1030.9,1037.3,1156.0,504.1,478.4
Paredes,2017,4938.9,2774.6,2164.3,678.9,814.9,874.6,1171.9,1398.6,1436.3,839.4,838.3,976.4,436.6,411.9
Paredes,2018,3809.2,2255.3,1553.9,443.8,618.8,675.3,840.0,1231.3,1093.9,638.0,669.3,721.7,352.3,333.9
Paredes,2019,3163.9,1932.8,1231.1,325.1,498.0,566.1,692.4,1082.3,879.5,538.6,555.6,646.7,278.3,265.3
Paredes,2020,3605.1,2218.4,1386.7,420.2,613.8,678.0,792.6,1100.6,859.6,622.3,714.8,840.3,330.1,238.1
Paredes,2021,3263.0,2055.8,1207.3,340.5,513.3,586.3,719.8,1103.1,781.7,556.9,656.5,752.5,295.9,219.5
Paredes,2022,2547.2,1619.5,927.7,275.9,392.9,427.8,519.3,931.3,579.5,399.3,480.1,652.2,255.5,180.7
Paredes,2023,2545.1,1605.4,939.7,308.9,421.8,419.4,533.9,861.0,498.0,407.6,512.9,746.6,239.4,140.6
Paredes,2024,2781.8,1760.5,1021.3,338.1,483.8,467.1,572.8,920.1,525.5,415.5,546.8,892.8,259.6,141.8
Paredes de Coura,2016,320.3,154.1,166.2,40.8,54.7,44.3,79.2,101.3,98.2,42.0,67.8,69.8,31.3,11.2
Paredes de Coura,2017,237.8,122.8,115.0,27.5,36.5,29.3,56.9,87.6,71.8,27.8,51.8,51.6,24.6,10.3
Paredes de Coura,2018,162.2,75.2,87.0,16.2,25.2,25.2,28.2,67.5,50.3,18.8,30.5,42.2,14.3,6.2
Paredes de Coura,2019,176.7,92.2,84.5,17.0,30.7,31.3,33.2,64.5,42.7,20.4,39.4,47.9,18.3,8.0
Paredes de Coura,2020,308.5,165.1,143.4,53.8,59.2,61.8,55.3,78.4,49.3,34.9,78.7,112.7,26.0,7.0
Paredes de Coura,2021,273.2,149.0,124.2,36.1,47.6,54.0,47.9,87.6,41.8,33.6,72.4,92.9,25.2,7.3
Paredes de Coura,2022,211.7,119.3,92.4,23.3,33.2,39.5,33.9,81.8,33.6,29.0,59.1,65.3,19.8,4.9
Paredes de Coura,2023,192.3,103.1,89.3,25.5,32.8,35.2,33.5,65.3,22.9,22.3,51.3,74.4,17.6,3.8
Paredes de Coura,2024,209.3,124.7,84.7,31.8,41.3,38.8,33.8,63.8,19.2,25.4,44.3,95.5,19.8,5.1
Paços de Ferreira,2016,3629.3,1793.4,1835.9,491.8,505.8,616.8,944.3,1070.6,1415.6,703.0,486.8,505.0,258.3,260.8
Paços de Ferreira,2017,2933.0,1538.1,1394.9,402.2,428.5,462.3,703.3,936.8,1109.5,525.7,407.0,470.2,208.3,212.3
Paços de Ferreira,2018,2161.7,1214.6,947.1,248.9,309.1,336.2,472.5,795.0,808.8,357.3,317.7,333.5,178.8,165.6
Paços de Ferreira,2019,1835.2,1122.8,712.4,221.5,271.6,281.1,372.8,688.2,639.3,298.4,287.5,320.8,162.9,126.2
Paços de Ferreira,2020,2071.4,1246.8,824.6,272.1,347.8,331.6,423.9,696.1,633.5,348.2,367.2,436.8,181.5,104.3
Paços de Ferreira,2021,2032.3,1231.8,800.5,287.5,332.4,325.0,404.3,683.1,557.6,356.4,379.6,442.4,192.8,103.5
Paços de Ferreira,2022,1496.4,925.1,571.3,162.1,207.2,221.3,283.3,622.6,456.2,275.0,228.0,301.3,148.8,87.2
Paços de Ferreira,2023,1695.8,1082.0,613.8,167.1,259.7,270.5,323.8,674.7,472.6,334.9,264.4,382.3,150.1,91.5
Paços de Ferreira,2024,1900.4,1222.8,677.6,177.4,286.3,314.6,382.9,739.2,493.3,402.6,313.6,444.3,150.0,96.7
Pedrógão Grande,2016,162.6,93.1,69.5,28.0,28.8,23.5,39.9,42.3,36.9,18.2,37.9,52.3,8.7,8.7
Pedrógão Grande,2017,146.1,89.6,56.5,25.3,21.2,19.5,39.4,40.8,29.7,17.5,29.9,50.3,7.8,11.0
Pedrógão Grande,2018,117.1,69.8,47.3,16.8,15.5,13.8,32.6,38.3,19.0,12.1,26.8,37.3,7.0,14.9
Pedrógão Grande,2019,97.9,58.0,39.9,15.3,10.3,13.4,25.6,33.3,13.8,15.8,19.3,27.3,8.3,13.4
Pedrógão Grande,2020,109.9,66.3,43.6,12.0,15.0,17.3,26.8,38.8,16.8,16.8,20.5,33.6,6.9,15.3
Pedrógão Grande,2021,117.6,68.4,49.2,13.8,14.5,12.1,27.8,49.4,23.0,18.6,22.9,31.5,6.7,14.9
Pedrógão Grande,2022,106.3,64.8,41.6,13.8,13.5,14.8,25.8,38.4,18.0,12.3,19.1,36.0,7.8,13.2
Pedrógão Grande,2023,106.4,60.5,45.9,15.8,14.7,11.8,19.3,44.8,20.8,11.9,17.8,39.3,7.3,9.3
Pedrógão Grande,2024,101.3,58.0,43.3,7.8,14.2,14.8,18.4,46.0,22.7,11.4,18.0,29.9,8.2,11.1
Penacova,2016,443.5,210.0,233.5,70.8,84.6,69.4,87.5,131.2,120.4,55.5,73.5,105.5,65.4,23.2
Penacova,2017,342.1,161.3,180.8,45.8,63.3,49.8,68.4,114.7,85.5,55.5,56.8,74.6,49.3,20.4
Penacova,2018,283.3,137.9,145.4,37.4,51.6,48.5,48.3,97.5,74.8,47.3,45.4,59.5,41.4,15.0
Penacova,2019,230.3,134.1,96.3,27.4,38.8,39.8,45.9,78.4,53.6,40.8,38.6,50.9,32.6,13.9
Penacova,2020,245.3,133.3,112.1,36.4,45.9,40.0,41.9,81.1,45.2,37.6,48.3,67.0,32.8,14.5
Penacova,2021,226.3,124.5,101.8,29.9,46.8,35.4,36.3,77.8,35.8,39.8,44.3,60.8,30.3,15.3
Penacova,2022,189.2,90.6,98.6,29.8,33.7,28.8,30.7,66.2,32.6,28.9,33.8,48.7,28.0,17.2
Penacova,2023,180.2,90.8,89.4,26.6,26.4,28.7,36.4,62.1,23.8,36.1,32.3,46.1,28.1,13.8
Penacova,2024,200.7,116.6,84.1,26.6,28.0,31.2,42.5,72.4,27.6,41.2,35.3,60.6,24.8,11.3
Penafiel,2016,4576.1,2572.0,2004.1,739.5,802.4,882.4,1086.1,1065.7,1312.3,685.4,864.8,1019.6,449.0,245.0
Penafiel,2017,3692.4,2245.3,1447.1,575.3,614.3,669.7,870.8,962.3,1028.9,555.4,701.0,843.8,356.3,206.9
Penafiel,2018,2835.3,1817.6,1017.7,417.6,470.5,494.6,607.5,845.1,769.8,381.0,515.5,715.3,289.3,164.4
Penafiel,2019,2280.3,1541.8,738.6,287.8,359.4,407.9,501.1,724.1,582.3,294.9,444.6,585.5,253.3,119.7
Penafiel,2020,2804.0,1930.9,873.1,343.0,530.3,541.3,630.8,758.6,599.9,396.6,642.6,778.6,283.8,102.6
Penafiel,2021,2576.8,1787.9,788.9,343.8,484.3,446.6,547.1,755.1,540.4,357.8,578.8,737.3,284.8,77.7
Penafiel,2022,2070.9,1425.5,645.4,232.3,346.8,351.6,415.1,725.2,445.8,276.8,451.1,602.2,217.6,77.5
Penafiel,2023,2186.8,1539.8,646.9,245.2,367.9,375.0,420.0,778.7,439.3,305.2,466.7,670.5,208.7,96.5
Penafiel,2024,2324.3,1623.7,700.6,266.8,397.5,419.3,477.3,763.3,391.6,331.7,487.3,800.4,229.2,84.2
Penalva do Castelo,2016,394.2,207.9,186.3,44.1,58.3,77.6,91.3,122.8,125.0,64.2,60.3,63.7,44.6,36.4
Penalva do Castelo,2017,349.7,197.3,152.4,46.3,50.7,71.0,66.6,115.1,91.6,62.0,54.8,67.3,36.8,37.2
Penalva do Castelo,2018,288.4,169.9,118.5,32.8,33.3,54.6,62.6,105.3,75.3,50.8,46.8,53.2,29.6,32.8
Penalva do Castelo,2019,218.1,131.2,86.9,21.0,28.2,39.8,47.3,81.9,51.7,45.5,37.4,35.0,25.4,23.1
Penalva do Castelo,2020,237.1,138.5,98.6,21.7,31.6,54.1,52.5,77.3,53.9,55.9,37.2,48.0,22.3,19.8
Penalva do Castelo,2021,226.8,142.8,84.0,21.9,33.2,47.3,51.3,73.2,49.3,50.5,36.1,51.5,22.3,17.2
Penalva do Castelo,2022,211.8,131.6,80.2,19.8,23.4,41.0,49.3,78.3,49.8,47.0,32.8,45.3,16.8,20.2
Penalva do Castelo,2023,197.5,119.7,77.8,24.2,24.8,37.8,35.8,75.1,43.0,42.0,27.9,50.4,16.1,18.1
Penalva do Castelo,2024,156.0,87.7,68.3,16.7,20.8,25.6,30.3,62.7,29.1,35.9,24.9,37.3,12.7,16.1
Penamacor,2016,178.9,87.9,91.0,21.8,34.8,27.2,53.0,42.2,40.2,21.2,43.0,37.3,20.3,16.9
Penamacor,2017,193.6,93.6,100.0,21.3,35.5,30.3,49.1,57.5,47.5,22.3,42.3,42.8,20.9,17.8
Penamacor,2018,170.5,84.1,86.4,16.1,25.2,30.6,43.9,54.8,42.5,18.8,32.9,42.4,15.4,18.4
Penamacor,2019,155.6,73.6,82.0,19.4,23.4,25.0,34.2,53.6,36.2,17.8,32.4,39.9,11.8,17.5
Penamacor,2020,142.6,68.5,74.1,16.2,23.9,22.4,35.0,45.1,30.1,14.6,34.2,36.3,12.1,15.3
Penamacor,2021,144.0,71.5,72.5,15.1,25.3,20.7,31.9,51.0,31.3,17.8,30.1,33.1,15.1,16.6
Penamacor,2022,131.5,63.4,68.1,14.8,26.1,14.2,28.2,48.3,27.8,18.2,30.7,25.8,11.3,17.8
Penamacor,2023,128.9,61.0,67.9,12.3,28.2,19.6,26.3,42.7,28.0,20.4,29.5,23.9,9.5,17.6
Penamacor,2024,135.5,62.0,73.5,16.7,28.1,20.8,25.3,44.8,28.6,23.1,24.0,28.3,9.8,21.8
Penedono,2016,135.4,72.3,63.1,29.8,21.8,29.7,26.8,27.4,23.6,24.4,25.8,40.8,6.9,13.8
Penedono,2017,114.8,63.1,51.8,21.5,20.3,25.2,23.9,24.0,21.6,20.2,19.8,34.5,7.9,10.9
Penedono,2018,99.3,57.6,41.8,19.7,16.0,24.2,14.2,25.3,20.0,15.4,19.0,33.5,3.8,7.6
Penedono,2019,92.4,51.8,40.7,21.2,14.3,19.8,13.0,24.3,17.9,13.6,14.0,34.0,7.7,5.3
Penedono,2020,95.8,60.8,35.0,16.4,18.8,22.0,15.7,22.8,16.8,13.8,17.0,36.3,5.9,5.8
Penedono,2021,89.5,57.7,31.8,14.3,16.3,16.5,21.0,21.4,15.0,11.7,18.1,31.6,6.8,6.4
Penedono,2022,86.1,55.0,31.1,13.7,14.4,16.1,21.7,20.3,17.8,9.4,16.2,31.6,5.1,6.1
Penedono,2023,87.1,52.5,34.6,9.8,18.1,15.8,19.8,23.6,15.3,10.5,16.5,29.7,7.3,7.8
Penedono,2024,88.7,50.1,38.6,13.8,17.4,18.2,18.5,20.8,11.8,10.9,16.7,32.4,9.3,7.6
Penela,2016,174.5,97.1,77.4,28.1,37.3,34.2,27.7,47.3,45.8,12.8,27.5,49.6,31.9,6.9
Penela,2017,132.3,72.3,59.9,18.9,25.0,24.6,21.6,42.2,34.8,11.6,21.3,39.3,18.8,6.5
Penela,2018,101.2,50.3,50.8,12.8,14.5,19.5,14.1,40.3,32.8,9.2,16.3,26.4,12.4,4.1
Penela,2019,93.0,53.3,39.8,10.3,15.8,18.4,15.4,33.2,24.2,7.3,13.3,24.1,17.6,6.6
Penela,2020,91.1,45.2,45.9,12.8,16.6,14.8,14.6,32.4,18.6,7.6,13.8,29.2,15.4,6.6
Penela,2021,98.2,50.3,47.8,11.2,20.5,17.9,18.8,29.8,21.0,8.9,14.3,34.3,13.8,6.0
Penela,2022,95.8,49.7,46.2,12.1,14.1,26.4,16.0,27.3,18.3,12.3,13.8,31.9,16.2,3.5
Penela,2023,97.9,54.3,43.6,15.3,13.7,22.8,21.9,24.3,15.8,9.3,15.1,37.4,16.6,3.7
Penela,2024,120.9,67.6,53.3,17.0,17.9,29.8,24.6,31.7,20.3,10.5,21.3,38.3,23.2,7.3
Peniche,2016,1089.9,537.0,552.9,125.4,240.2,233.0,262.2,229.2,237.8,179.7,224.8,264.1,120.8,62.8
