territory,year,unemployment_total,unemployment_female,unemployment_male,unemployment[<25],unemployment[25-34],unemployment[35-44],unemployment[45-54],unemployment[>54],unemployment_el_b1,unemployment_el_b2,unemployment_el_b3,unemployment_el_hs,unemployment_el_c,unemployment_el_ne
Ferreira do Zêzere,2018,147.9,87.8,60.2,26.5,22.6,32.6,32.1,34.2,31.6,14.3,31.8,43.3,19.6,7.3
Ferreira do Zêzere,2019,135.8,84.8,50.9,19.4,24.2,29.6,25.0,37.6,28.8,12.9,29.3,44.6,14.5,5.8
Ferreira do Zêzere,2020,127.7,83.6,44.1,21.1,28.7,27.0,23.0,27.9,19.9,8.5,24.3,48.3,19.5,7.2
Ferreira do Zêzere,2021,110.0,70.5,39.5,15.1,23.3,19.9,23.6,28.2,13.8,10.8,18.0,38.2,22.3,7.0
Ferreira do Zêzere,2022,97.4,61.5,35.9,13.2,19.1,20.2,21.7,23.3,10.3,8.3,21.1,36.6,13.8,7.3
Ferreira do Zêzere,2023,115.4,73.9,41.5,18.2,22.7,22.9,28.9,22.8,8.8,10.2,19.2,46.5,21.6,9.3
Ferreira do Zêzere,2024,109.3,66.7,42.7,15.8,21.5,17.8,29.6,24.7,9.9,9.7,23.2,43.8,17.6,5.2
Figueira da Foz,2016,3242.8,1829.5,1413.3,347.1,588.4,772.2,759.2,776.0,511.8,467.0,744.5,840.1,517.4,162.0
Figueira da Foz,2017,2642.8,1525.8,1117.0,268.3,436.7,572.8,597.8,767.2,406.5,392.1,611.7,654.1,397.3,181.1
Figueira da Foz,2018,2202.8,1284.7,918.1,242.6,355.7,493.1,446.8,664.7,276.2,301.8,484.8,590.0,329.3,220.7
Figueira da Foz,2019,1966.3,1108.5,857.8,235.3,313.0,434.5,401.7,581.8,256.6,231.3,434.3,548.1,289.7,206.4
Figueira da Foz,2020,2412.0,1264.3,1147.8,292.0,459.9,533.2,509.8,617.2,263.4,324.8,552.0,709.0,311.3,251.5
Figueira da Foz,2021,2448.3,1349.9,1098.3,275.3,489.3,500.8,534.8,648.2,288.6,298.8,505.4,746.3,324.4,284.8
Figueira da Foz,2022,2235.9,1244.5,991.4,263.3,411.4,425.9,485.7,649.7,253.3,264.3,437.6,725.0,302.8,252.8
Figueira da Foz,2023,2285.8,1254.3,1031.6,245.7,439.1,433.8,484.2,683.1,230.7,271.3,445.1,783.1,267.5,288.2
Figueira da Foz,2024,2337.8,1275.4,1062.4,248.9,438.0,475.4,510.9,664.6,223.8,284.4,430.3,879.0,260.2,260.2
Figueira de Castelo Rodrigo,2016,270.8,136.4,134.4,41.5,67.2,65.0,54.4,42.8,56.1,44.3,66.8,56.3,23.6,23.8
Figueira de Castelo Rodrigo,2017,247.2,131.7,115.5,43.3,61.2,51.2,45.3,46.3,53.8,43.2,55.3,49.3,17.8,27.8
Figueira de Castelo Rodrigo,2018,208.3,116.1,92.3,32.8,52.5,43.3,39.5,40.3,39.8,32.3,50.4,38.4,16.6,30.8
Figueira de Castelo Rodrigo,2019,191.6,108.3,83.3,27.9,49.4,40.3,35.1,38.9,41.0,28.8,38.2,40.6,17.1,25.9
Figueira de Castelo Rodrigo,2020,188.3,100.3,88.0,31.7,45.4,44.5,30.0,36.7,40.4,25.8,34.4,39.8,13.8,34.0
Figueira de Castelo Rodrigo,2021,191.3,107.4,83.8,33.5,47.2,39.3,29.6,41.8,50.2,28.4,33.8,36.4,8.9,33.5
Figueira de Castelo Rodrigo,2022,150.2,90.0,60.2,25.3,33.1,33.3,26.5,32.0,34.4,23.0,23.3,29.2,13.2,27.2
Figueira de Castelo Rodrigo,2023,138.8,81.3,57.5,24.1,31.0,34.1,24.8,24.9,30.5,28.1,26.3,23.4,7.2,23.3
Figueira de Castelo Rodrigo,2024,138.4,77.8,60.6,20.8,36.1,30.5,24.0,27.0,29.1,25.9,28.6,24.1,5.8,25.0
Figueiró dos Vinhos,2016,337.8,190.5,147.3,45.5,52.0,71.3,68.8,100.2,73.2,47.7,71.8,97.8,27.8,19.6
Figueiró dos Vinhos,2017,247.8,141.0,106.8,39.8,43.3,43.2,44.3,77.3,43.8,36.4,58.0,73.3,19.8,16.4
Figueiró dos Vinhos,2018,175.4,101.8,73.7,28.1,29.3,27.6,33.8,56.7,31.2,25.6,42.5,46.1,16.7,13.4
Figueiró dos Vinhos,2019,178.5,101.1,77.4,28.5,29.9,26.1,37.4,56.6,24.6,27.8,48.3,49.0,18.0,10.8
Figueiró dos Vinhos,2020,171.9,96.9,75.0,24.9,32.3,25.7,36.5,52.6,22.3,28.6,43.5,52.2,15.8,9.6
Figueiró dos Vinhos,2021,165.6,98.8,66.8,19.8,29.2,26.4,32.9,57.3,24.3,25.7,41.9,49.8,15.1,8.8
Figueiró dos Vinhos,2022,146.3,89.9,56.4,16.3,27.0,25.4,25.9,51.7,21.8,24.2,31.8,44.1,12.8,11.6
Figueiró dos Vinhos,2023,151.2,96.2,55.0,20.3,28.5,23.4,29.5,49.4,18.1,25.1,29.0,51.6,15.5,11.9
Figueiró dos Vinhos,2024,158.9,103.0,55.9,21.9,27.0,24.3,40.0,45.7,19.8,23.5,29.7,56.3,16.3,13.5
Fornos de Algodres,2016,210.1,103.3,106.8,30.8,41.4,39.5,43.3,55.0,53.1,23.2,40.5,50.5,21.2,21.7
Fornos de Algodres,2017,189.0,95.5,93.5,43.0,33.5,28.3,35.2,49.0,45.9,21.7,40.7,49.4,19.8,11.6
Fornos de Algodres,2018,155.8,76.8,79.1,33.4,31.1,24.9,30.4,36.0,32.3,21.3,31.3,42.1,19.8,8.9
Fornos de Algodres,2019,157.4,85.5,71.9,36.5,24.1,25.5,31.8,39.6,28.8,18.9,37.8,48.2,15.6,8.2
Fornos de Algodres,2020,138.6,79.1,59.5,26.5,23.6,20.9,28.5,39.1,22.8,13.3,37.2,46.2,10.7,8.4
Fornos de Algodres,2021,131.3,71.8,59.4,18.1,26.0,23.8,27.6,35.8,24.8,12.1,30.0,45.3,12.2,6.9
Fornos de Algodres,2022,138.3,81.5,56.8,18.1,30.6,23.0,27.4,39.3,27.5,13.5,31.2,47.3,13.9,5.0
Fornos de Algodres,2023,131.3,73.1,58.2,13.9,21.8,25.8,29.6,40.3,22.3,16.9,26.3,39.8,16.4,9.5
Fornos de Algodres,2024,117.8,68.1,49.8,12.8,21.3,24.1,25.8,34.0,13.3,15.3,26.5,40.5,12.5,9.8
Freixo de Espada à Cinta,2016,228.1,127.7,100.4,36.9,48.3,54.3,47.8,40.8,45.8,24.8,53.8,41.4,12.7,49.6
Freixo de Espada à Cinta,2017,223.3,128.8,94.5,38.6,50.1,52.3,41.6,40.8,37.2,31.8,47.8,42.2,11.0,53.3
Freixo de Espada à Cinta,2018,195.4,112.3,83.2,34.2,41.8,46.8,35.8,36.8,34.3,28.5,40.4,32.9,7.7,51.6
Freixo de Espada à Cinta,2019,190.8,108.5,82.3,36.3,39.9,42.4,38.7,33.4,34.7,27.3,42.9,29.8,4.0,52.0
Freixo de Espada à Cinta,2020,190.8,103.4,87.4,29.3,40.2,44.3,38.7,38.5,34.1,25.6,39.0,31.7,3.7,56.8
Freixo de Espada à Cinta,2021,170.3,87.1,83.3,23.1,39.1,36.6,32.5,39.1,27.1,24.8,32.8,29.0,7.2,49.6
Freixo de Espada à Cinta,2022,162.8,95.1,67.8,22.8,33.3,28.5,27.9,50.3,25.8,28.6,31.1,24.7,10.9,41.8
Freixo de Espada à Cinta,2023,172.8,99.3,73.5,30.0,29.3,34.3,27.7,51.5,28.3,28.8,32.5,25.8,5.7,51.8
Freixo de Espada à Cinta,2024,157.3,93.4,63.8,24.4,26.2,31.8,27.3,47.7,24.2,22.5,33.3,25.3,6.7,45.3
Fronteira,2016,182.0,105.0,77.0,25.2,34.8,36.7,45.3,40.1,30.2,32.1,48.1,46.8,14.3,10.7
Fronteira,2017,158.2,91.9,66.3,20.4,29.1,28.8,40.8,39.2,23.3,28.5,39.2,49.1,7.7,10.4
Fronteira,2018,130.3,78.7,51.7,17.8,21.6,28.2,26.7,36.1,17.3,24.1,34.4,40.8,6.2,7.6
Fronteira,2019,122.1,78.1,44.0,16.2,19.1,28.9,22.6,35.3,19.7,23.4,29.5,37.5,5.9,6.1
Fronteira,2020,117.3,79.0,38.3,13.6,22.0,27.8,20.7,33.2,17.6,17.6,29.3,43.6,5.6,3.6
Fronteira,2021,123.1,80.1,43.0,19.3,24.0,28.2,17.8,33.9,16.4,18.4,28.1,50.7,7.1,2.4
Fronteira,2022,99.4,64.2,35.3,12.3,15.8,20.8,15.0,35.6,14.6,14.7,22.7,38.3,5.6,3.6
Fronteira,2023,96.3,60.9,35.4,11.7,13.3,16.5,17.6,37.3,14.5,18.3,22.7,31.7,5.1,4.1
Fronteira,2024,85.3,55.3,30.0,7.8,12.4,16.6,15.9,32.6,10.8,14.7,21.2,26.4,6.8,5.6
Funchal,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Funchal,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Funchal,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Funchal,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Funchal,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Funchal,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Funchal,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Funchal,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Funchal,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fundão,2016,1507.8,775.8,731.9,181.2,279.0,274.2,360.8,412.6,323.3,236.6,337.9,322.4,178.4,109.2
Fundão,2017,1274.4,637.0,637.4,145.9,213.4,224.4,282.8,407.8,280.2,212.5,281.3,271.9,132.3,96.2
Fundão,2018,913.4,473.8,439.7,103.6,145.4,152.0,186.8,325.6,203.3,142.8,209.3,187.2,97.6,73.2
Fundão,2019,809.6,425.0,384.6,94.5,125.6,136.6,149.0,303.9,180.7,131.6,173.9,152.4,89.8,81.2
Fundão,2020,816.2,432.0,384.2,112.5,136.6,147.5,148.9,270.7,145.1,128.6,180.3,185.0,93.4,83.8
Fundão,2021,743.9,405.6,338.3,91.0,106.5,138.8,135.7,272.0,144.8,108.4,162.2,162.8,95.7,70.0
Fundão,2022,642.6,345.0,297.6,82.1,95.3,119.4,111.8,234.0,132.1,84.1,135.5,146.3,63.3,81.4
Fundão,2023,628.5,320.5,308.0,77.3,112.3,125.1,110.8,203.1,122.2,80.4,129.3,163.8,73.7,59.1
Fundão,2024,682.3,339.6,342.8,85.1,136.3,140.4,133.8,186.8,124.4,77.9,137.8,208.2,73.5,60.5
Gavião,2016,184.7,90.4,94.3,28.1,41.3,44.1,43.0,28.2,33.6,35.8,43.7,51.9,10.8,9.0
Gavião,2017,137.5,73.2,64.3,24.0,29.8,29.9,31.8,22.1,23.4,23.1,28.6,41.3,13.3,7.8
Gavião,2018,107.8,57.6,50.2,16.8,24.2,27.2,24.8,14.9,14.8,18.8,27.2,32.0,9.1,5.9
Gavião,2019,84.2,40.7,43.5,16.0,14.3,17.8,18.8,17.4,11.2,13.5,19.3,28.2,5.8,6.2
Gavião,2020,82.8,47.3,35.5,14.1,16.7,13.0,23.0,16.1,11.8,20.4,13.0,26.3,7.2,4.3
Gavião,2021,85.5,52.2,33.3,14.3,16.4,16.1,23.8,15.0,8.4,18.8,20.8,25.9,6.3,5.4
Gavião,2022,88.3,42.7,45.6,12.8,17.3,15.5,24.0,18.6,13.4,14.8,16.3,29.6,7.9,6.3
Gavião,2023,76.5,38.5,38.0,11.8,12.8,13.6,21.1,17.2,11.4,10.6,16.8,25.2,9.8,2.8
Gavião,2024,78.8,35.4,43.4,13.3,14.0,15.5,15.3,20.8,12.5,12.0,16.8,26.0,8.4,3.2
Golegã,2016,176.9,92.4,84.5,21.3,37.7,44.7,43.7,29.6,25.7,26.8,41.7,58.5,21.3,3.1
Golegã,2017,146.1,79.6,66.5,14.8,28.7,35.7,28.9,38.1,21.6,18.5,33.7,43.9,23.0,5.4
Golegã,2018,117.7,70.5,47.2,10.3,22.9,27.7,28.6,28.3,17.6,18.5,33.3,30.1,11.4,6.8
Golegã,2019,82.0,49.9,32.1,6.2,16.0,16.1,19.5,24.3,14.5,14.2,16.1,26.2,8.7,2.4
Golegã,2020,102.1,58.0,44.1,14.3,25.0,22.1,22.5,18.3,11.0,16.5,22.9,37.8,12.3,1.6
Golegã,2021,95.1,57.3,37.8,12.5,18.8,19.9,27.6,16.3,10.2,14.6,21.6,31.0,15.2,2.6
Golegã,2022,86.8,57.6,29.3,11.1,15.1,20.5,23.8,16.4,8.4,12.3,19.4,27.8,11.8,7.2
Golegã,2023,85.3,51.8,33.5,13.1,19.2,17.9,20.3,14.8,8.6,13.8,14.9,31.1,13.4,3.5
Golegã,2024,81.3,46.1,35.2,11.2,17.5,15.5,20.9,16.2,5.9,9.3,12.3,35.7,9.5,8.6
Gondomar,2016,12610.3,6611.3,5999.0,1558.7,2316.0,2613.2,3318.8,2803.7,2875.2,2267.1,2658.2,3017.3,1261.5,531.0
Gondomar,2017,10454.7,5507.8,4946.8,1130.6,1802.9,2067.4,2762.6,2691.2,2445.8,1910.0,2137.3,2508.0,1027.6,426.0
Gondomar,2018,7919.4,4267.0,3652.4,736.2,1304.3,1551.5,2039.9,2287.5,1759.3,1418.0,1657.4,1976.5,782.4,325.8
Gondomar,2019,6170.3,3335.3,2835.1,613.3,1115.3,1231.8,1451.3,1758.5,1164.4,1047.3,1313.3,1705.8,689.4,250.2
Gondomar,2020,7509.9,4002.7,3507.3,945.8,1554.8,1511.2,1657.8,1840.4,1116.8,1195.5,1701.8,2382.8,857.2,255.9
Gondomar,2021,7575.3,4190.3,3384.9,951.8,1470.6,1474.3,1681.8,1996.8,1075.8,1250.1,1640.8,2492.2,877.1,239.3
Gondomar,2022,5363.4,2967.2,2396.3,566.8,990.9,1022.2,1186.4,1597.2,698.3,863.2,1157.0,1804.1,656.2,184.7
Gondomar,2023,5283.4,2896.9,2386.5,565.3,993.6,983.6,1115.2,1625.8,687.6,852.8,1102.8,1803.8,636.7,199.8
Gondomar,2024,5409.8,2975.8,2434.0,542.3,1061.2,1016.7,1123.5,1666.3,682.3,829.2,1139.1,1922.8,642.6,194.0
Gouveia,2016,584.3,311.8,272.4,74.0,109.3,126.4,138.3,136.3,110.6,99.3,130.1,120.2,69.2,55.0
Gouveia,2017,537.4,289.9,247.5,96.8,102.9,112.9,103.1,121.8,106.0,92.8,96.1,132.0,60.5,50.1
Gouveia,2018,462.6,238.1,224.5,94.8,78.3,87.1,92.3,110.1,88.2,80.3,88.1,117.5,40.8,47.7
Gouveia,2019,408.6,213.0,195.6,77.4,66.6,74.8,84.5,105.3,78.3,72.4,83.8,98.8,39.5,35.8
Gouveia,2020,428.4,214.9,213.5,64.3,89.0,90.4,85.5,99.3,72.9,78.9,85.5,114.3,43.8,33.0
Gouveia,2021,396.3,201.9,194.3,68.3,87.3,74.1,75.4,91.3,65.3,60.7,82.0,101.4,50.0,36.8
Gouveia,2022,337.9,165.7,172.3,52.3,69.7,58.8,69.2,88.0,49.0,51.3,70.9,93.1,42.7,31.0
Gouveia,2023,307.9,158.1,149.8,37.8,58.0,57.3,63.7,91.3,39.3,54.8,60.0,89.8,31.0,32.9
Gouveia,2024,325.8,166.1,159.8,40.2,74.4,61.1,71.3,78.8,39.8,59.2,59.3,95.1,39.0,33.5
Grândola,2016,505.4,259.3,246.1,69.3,124.0,101.5,99.7,110.9,96.7,104.3,107.7,134.7,44.3,17.8
Grândola,2017,451.9,253.8,198.2,61.3,98.3,90.0,95.4,106.8,90.5,85.8,101.3,120.6,38.7,15.1
Grândola,2018,357.7,193.8,163.8,34.5,75.1,77.8,74.1,96.3,62.9,80.2,82.5,89.7,27.6,14.8
Grândola,2019,309.8,170.6,139.3,31.1,58.8,68.2,58.8,92.9,45.3,72.6,68.9,81.1,22.3,19.7
Grândola,2020,355.8,189.6,166.3,30.8,74.9,91.0,67.1,92.1,46.6,78.5,86.8,96.9,27.3,19.8
Grândola,2021,281.1,156.1,125.0,25.2,53.2,62.8,56.4,83.5,39.8,64.6,63.1,68.9,20.8,23.9
Grândola,2022,210.2,118.3,91.9,17.8,37.1,44.5,46.8,64.0,27.2,43.5,50.8,52.3,16.4,19.9
Grândola,2023,164.6,80.2,84.4,20.3,28.3,34.6,36.4,45.1,20.5,29.1,38.2,50.8,9.7,16.3
Grândola,2024,207.2,109.8,97.3,20.5,39.5,49.8,47.0,50.3,19.8,32.4,43.0,57.6,13.7,40.7
Guarda,2016,1891.8,1029.0,862.8,216.0,434.2,411.8,444.3,385.4,286.1,173.9,486.6,472.8,361.3,111.1
Guarda,2017,1635.0,895.4,739.6,205.3,330.5,346.3,374.3,378.5,233.8,144.0,405.3,422.9,303.0,125.9
Guarda,2018,1380.2,777.0,603.2,183.3,287.1,284.0,308.3,317.6,181.8,98.5,326.8,390.1,252.8,130.3
Guarda,2019,1219.9,668.8,551.1,158.3,260.0,256.7,238.4,306.5,152.7,86.7,265.3,368.1,240.3,106.9
Guarda,2020,1232.8,669.6,563.2,174.0,256.8,274.1,216.7,311.2,154.9,91.7,288.0,375.8,235.4,87.0
Guarda,2021,1186.6,674.7,511.9,159.0,237.5,256.9,214.8,318.4,155.8,99.5,244.4,368.0,234.0,84.8
Guarda,2022,1039.8,582.2,457.7,158.0,215.9,202.3,179.5,284.1,151.3,92.4,188.1,317.3,200.1,90.6
Guarda,2023,1017.5,553.1,464.4,150.1,217.7,195.6,183.0,271.2,142.5,97.3,183.7,328.4,185.7,79.9
Guarda,2024,992.8,509.9,482.9,161.5,241.0,183.9,179.3,227.2,114.3,102.2,167.6,374.7,156.4,77.7
Guimarães,2016,8958.0,4767.6,4190.4,1168.6,1512.2,1536.2,2091.8,2649.3,2704.3,1349.2,1612.0,1732.3,1228.9,331.3
Guimarães,2017,7351.8,4061.0,3290.8,866.2,1178.0,1143.7,1614.8,2549.3,2258.6,1072.3,1286.2,1430.8,1031.1,272.9
Guimarães,2018,5953.9,3344.3,2609.7,630.4,899.7,948.5,1196.1,2279.3,1751.7,872.9,1086.3,1197.3,808.0,237.8
Guimarães,2019,5591.4,3251.0,2340.4,542.9,791.2,924.8,1139.5,2193.1,1555.3,840.0,1039.9,1198.9,748.9,208.3
Guimarães,2020,6693.8,3900.8,2793.0,643.6,1083.5,1171.8,1492.6,2302.3,1629.8,1126.5,1288.2,1595.4,828.0,225.9
Guimarães,2021,6164.7,3572.3,2592.3,513.8,909.8,1019.8,1295.8,2425.7,1562.6,1026.7,1130.3,1455.3,760.0,229.8
Guimarães,2022,5369.2,3116.8,2252.4,510.8,777.8,813.3,961.9,2305.3,1331.1,831.8,882.0,1335.3,766.4,222.6
Guimarães,2023,6247.9,3634.7,2613.3,635.6,989.8,993.5,1174.3,2454.7,1390.7,967.8,1099.4,1693.7,789.9,306.5
Guimarães,2024,6601.8,3914.6,2687.3,647.4,1050.3,1086.6,1269.1,2548.5,1385.6,1025.4,1249.1,1816.1,765.6,360.1
Góis,2016,167.6,87.3,80.3,29.9,32.0,37.0,34.2,34.5,37.4,16.4,35.1,50.6,20.3,7.8
Góis,2017,153.5,78.7,74.8,27.8,23.6,27.6,35.4,39.1,41.4,16.0,30.0,45.8,15.5,4.8
Góis,2018,138.8,68.9,69.8,23.6,21.4,26.8,28.5,38.5,31.6,12.9,23.8,51.3,14.6,4.7
Góis,2019,120.8,55.5,65.3,23.9,15.3,24.9,24.6,32.2,22.2,12.1,25.5,45.8,10.1,5.2
Góis,2020,116.3,61.2,55.2,20.0,17.6,22.1,22.3,34.3,21.5,9.8,16.7,46.2,15.3,7.0
Góis,2021,118.5,61.3,57.2,22.9,16.4,18.3,20.8,40.2,20.4,8.0,22.1,41.7,16.6,9.8
Góis,2022,113.8,57.5,56.3,22.3,14.2,17.2,20.3,39.8,17.0,9.8,20.6,44.5,11.8,10.3
Góis,2023,100.0,49.8,50.3,15.7,14.1,16.8,24.2,29.3,16.1,10.8,16.5,39.0,7.3,10.3
Góis,2024,104.3,56.4,47.9,18.3,14.2,17.4,24.8,29.6,14.3,9.6,16.8,43.3,9.9,10.4
Horta,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horta,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horta,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horta,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horta,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horta,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horta,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horta,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horta,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idanha-a-Nova,2016,435.9,220.0,215.9,50.3,98.6,89.3,87.2,110.6,106.1,60.2,74.1,65.8,26.8,102.9
Idanha-a-Nova,2017,451.0,237.2,213.8,58.8,102.4,95.1,75.1,119.7,118.0,64.0,76.1,66.7,25.8,100.5
Idanha-a-Nova,2018,400.8,213.4,187.4,47.2,72.3,84.0,76.6,120.8,108.3,55.8,65.4,58.8,17.4,95.2
Idanha-a-Nova,2019,335.9,178.5,157.4,38.3,50.9,70.8,60.5,115.4,87.3,48.8,53.8,49.8,20.2,76.1
Idanha-a-Nova,2020,319.5,159.0,160.5,30.8,57.8,69.9,66.3,94.7,85.3,48.1,47.3,54.3,20.2,64.3
Idanha-a-Nova,2021,333.4,161.3,172.2,38.6,52.7,73.2,68.8,100.2,80.8,48.1,47.1,72.1,19.8,65.5
Idanha-a-Nova,2022,349.6,172.2,177.4,42.4,61.8,77.6,66.0,101.8,70.0,55.8,53.5,73.3,22.4,74.7
Idanha-a-Nova,2023,358.3,174.8,183.4,51.8,61.0,74.8,65.1,105.6,76.0,66.1,51.8,68.3,17.8,78.4
Idanha-a-Nova,2024,414.6,202.3,212.3,66.2,73.2,85.5,75.8,114.0,83.9,73.5,60.5,82.5,20.7,93.5
Lagoa,2016,1135.8,584.3,551.6,117.1,229.1,236.3,271.2,282.2,259.5,167.8,283.5,257.1,83.9,84.0
Lagoa,2017,948.7,485.4,463.3,96.0,213.4,179.9,223.8,235.6,203.0,149.2,231.4,220.7,67.9,76.5
Lagoa,2018,837.3,452.1,385.3,94.9,184.8,158.8,186.7,212.1,155.9,141.6,215.8,203.1,57.5,63.5
Lagoa,2019,769.4,429.9,339.5,83.5,159.3,144.8,178.8,203.1,129.5,124.0,192.7,203.6,53.3,66.3
Lagoa,2020,1345.5,749.8,595.7,157.3,290.6,272.6,316.3,308.8,181.8,208.5,348.8,407.8,94.9,103.7
Lagoa,2021,1364.1,756.4,607.7,154.1,296.8,276.9,316.1,320.3,173.2,209.3,363.5,409.5,101.6,107.0
Lagoa,2022,801.8,438.9,362.9,81.3,172.6,160.6,173.3,214.0,102.5,122.3,212.2,220.5,63.9,80.4
Lagoa,2023,776.2,423.7,352.5,90.3,180.2,165.3,155.3,185.2,85.4,109.8,191.1,259.8,54.8,75.4
Lagoa,2024,825.8,452.3,373.5,91.8,184.9,182.1,158.2,208.8,87.9,122.2,201.8,294.3,52.7,66.9
Lagoa [R.A.A.],2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lagoa [R.A.A.],2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lagoa [R.A.A.],2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lagoa [R.A.A.],2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lagoa [R.A.A.],2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lagoa [R.A.A.],2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lagoa [R.A.A.],2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lagoa [R.A.A.],2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lagoa [R.A.A.],2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lagos,2016,1278.8,642.0,636.8,153.8,248.1,297.4,313.5,266.0,189.0,189.3,332.8,408.6,112.4,46.8
Lagos,2017,1112.1,587.6,524.5,126.0,213.0,279.3,249.8,244.0,151.6,159.9,292.3,366.8,96.6,45.0
Lagos,2018,981.9,536.2,445.8,102.8,188.3,240.4,213.4,237.1,124.1,144.0,267.9,328.4,85.7,31.8
Lagos,2019,972.8,540.5,432.3,93.4,189.8,226.4,229.3,233.8,101.7,137.6,260.2,360.2,84.5,28.7
Lagos,2020,1689.1,957.8,731.3,181.6,371.6,394.1,384.5,357.3,154.1,207.0,456.1,694.3,140.5,37.2
Lagos,2021,1631.9,940.4,691.5,169.0,381.0,358.7,349.3,373.9,131.9,190.8,443.6,689.8,130.6,45.3
Lagos,2022,962.7,536.4,426.3,91.0,206.5,210.7,201.2,253.3,90.4,106.8,248.3,405.9,70.3,40.9
Lagos,2023,950.6,528.8,421.8,91.3,211.2,207.3,211.9,228.8,80.4,99.2,233.7,406.9,61.4,69.0
Lagos,2024,1009.4,559.1,450.3,107.8,249.2,216.3,214.2,221.9,76.4,107.9,238.5,467.9,59.4,59.3
Lajes das Flores,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lajes das Flores,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lajes das Flores,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lajes das Flores,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lajes das Flores,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lajes das Flores,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lajes das Flores,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lajes das Flores,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
